WellName;TotalCells;InfectedCells;InfectionIndex;RelativeInfectionIndex;Log2RelativeInfectionIndex;Log2RelativeCellNumber;ZScore;MAD;Images;OligoNumber;PlateNumber;ReplicaNumber;BatchNumber;GeneData;WellRow;WellCol;Constant;BigNumber;Zero;JustNaN;SomeNaN;SomeBlanks;TextAndNumbers;JustInf;SomeInf;Blanks;SmallNumbers
F11;5808;143;0.024621;0.720091;-0.473749;0.628268;-0.336796;-0.680382;9;2;37;6;0;HDAC7A;6;11;9;1.11E+15;0;NaN;-0.88365;1;51564;inf;-0.88365;0.775070012;-0.4519
F12;3977;86;0.021624;0.632442;-0.660994;0.081907;-0.482858;-0.949304;9;2;37;6;0;FLJ10458;6;12;9;1.11E+15;0;NaN;NaN;1;54475;inf;inf;0.455119997;-0.023015
F13;5011;275;0.054879;1.605041;0.682611;0.415325;0.565224;0.980379;9;2;37;6;0;KLF13;6;13;9;1.11E+15;0;NaN;0.49595;0.998769999;51621;inf;0.49595;1.399399996;0.61136
F14;2877;47;0.016336;0.477789;-1.065555;-0.385208;-0.798436;-1.530333;9;2;37;6;0;ROBO4;6;14;9;1.11E+15;0;NaN;-1.7148;1;54538;inf;-1.7148;0.716350019;-1.2103
F15;3321;292;0.087925;2.571532;1.362628;-0.178155;1.095673;1.957018;9;2;37;6;0;ASB2;6;15;9;1.11E+15;0;NaN;1.2751;0.998539984;51676;inf;1.2751;0.809769988;2.0699
F16;4736;242;0.051098;1.494451;0.579615;0.333896;0.484883;0.832457;9;2;37;6;0;FBXL19;6;16;9;1.11E+15;0;NaN;0.89479;0.997550011;54620;inf;0.89479;3.227999926;-0.18887
F17;4589;221;0.048159;1.408485;0.494144;0.288407;0.41821;0.709703;9;2;37;6;0;FBXO40;6;17;9;1.11E+15;0;NaN;0.7587;1;51725;inf;0.7587;0.625060022;1.1833
F18;5514;104;0.018861;0.551626;-0.858238;0.553326;-0.636718;-1.232585;9;2;37;6;0;RAB39;6;18;9;1.11E+15;0;NaN;-0.36663;1;54734;inf;-0.36663;0.324640006;-1.1068
F19;2894;92;0.03179;0.929752;-0.105082;-0.376708;-0.049217;-0.150903;9;2;37;6;0;HBXAP;6;19;9;1.11E+15;0;NaN;-0.085724;1;51773;inf;-0.085724;1.279399991;-1.3197
F20;4830;460;0.095238;2.785407;1.477888;0.36225;1.185582;2.122554;9;2;37;6;0;TRPM4;6;20;9;1.11E+15;0;NaN;NaN;0.988979995;54795;inf;inf;0.569660008;-1.5612
F21;2973;50;0.016818;0.491873;-1.023642;-0.337854;-0.765741;-1.470137;9;2;37;6;0;LRP1B;6;21;9;1.11E+15;0;NaN;0.34914;0.99962002;53353;inf;0.34914;0.808470011;-0.46586
F22;4892;217;0.044358;1.297332;0.375548;0.380651;0.325699;0.539376;9;2;37;6;0;MS4A12;6;22;9;1.11E+15;0;NaN;0.13191;1;54860;inf;0.13191;2.178200006;-0.23959
F23;6858;114;0.016623;0.486167;-1.040477;0.868015;-0.778873;-1.494315;9;2;37;6;0;Blank;6;23;9;1.11E+15;0;NaN;-1.3163;;Blank;inf;-1.3163;;-2.0118
F24;6345;111;0.017494;0.511646;-0.966783;0.755847;-0.721388;-1.388476;9;2;37;6;0;Blank;6;24;9;1.11E+15;0;NaN;0.48004;;Blank;inf;0.48004;;1.3241
G01;1985;2;0.001008;0.029468;-5.084718;-0.920634;-3.933591;-7.302644;9;2;37;6;0;Blank;7;1;9;1.11E+15;0;NaN;1.4545;;Blank;inf;1.4545;;1.1959
G02;5243;61;0.011635;0.340273;-1.555234;0.480619;-1.180411;-2.233608;9;2;37;6;0;Blank;7;2;9;1.11E+15;0;NaN;0.68768;;Blank;inf;0.68768;;0.4896
G03;3485;745;0.213773;6.25218;2.644359;-0.108614;2.09549;3.797837;9;2;37;6;0;SCG3;7;3;9;1.11E+15;0;NaN;-0.017948;1;29106;inf;-0.017948;0.728850007;0.47548
G04;1548;2;0.001292;0.037787;-4.725984;-1.279368;-3.65376;-6.787432;9;2;37;6;0;ELA2B;7;4;9;1.11E+15;0;NaN;0.63038;1;51032;inf;0.63038;1.194399953;0.89481
G05;2809;143;0.050908;1.488889;0.574236;-0.419716;0.480686;0.824731;9;2;37;6;0;BLNK;7;5;9;1.11E+15;0;NaN;-0.27944;0.988390028;29760;inf;-0.27944;0.60352999;0.77839
G06;4190;215;0.051313;1.500729;0.585664;0.157177;0.489601;0.841144;9;2;37;6;0;DERA;7;6;9;1.11E+15;0;NaN;0.40911;1;51071;inf;0.40911;0.889689982;-0.39185
G07;2574;179;0.069542;2.033867;1.024225;-0.545761;0.831701;1.471004;9;2;37;6;0;GPSM2;7;7;9;1.11E+15;0;NaN;0.35428;0.998199999;29899;inf;0.35428;0.922429979;0.99651
G08;2243;39;0.017387;0.508526;-0.975606;-0.744343;-0.728271;-1.401148;9;2;37;6;0;TRIM17;7;8;9;1.11E+15;0;NaN;NaN;1;51127;inf;inf;0.673979998;1.2307
G09;2443;49;0.020057;0.586612;-0.769523;-0.621119;-0.567515;-1.105172;9;2;37;6;0;DNMT3L;7;9;9;1.11E+15;0;NaN;-0.27057;1;29947;inf;-0.27057;0.799570024;0.39802
G10;3503;234;0.0668;1.953681;0.966195;-0.101182;0.786435;1.387662;9;2;37;6;0;MATP;7;10;9;1.11E+15;0;NaN;-1.5897;0.99901998;51151;inf;-1.5897;0.719460011;0.37905
G11;3761;55;0.014624;0.427698;-1.225335;0.001343;-0.923073;-1.759809;9;2;37;6;0;PILRB;7;11;9;1.11E+15;0;NaN;-0.097391;0.046815999;29990;inf;-0.097391;2.380300045;0.26505
G12;2740;151;0.055109;1.611775;0.68865;-0.455597;0.569935;0.989053;9;2;37;6;0;LEF1;7;12;9;1.11E+15;0;NaN;-1.7697;1;51176;inf;-1.7697;0.21006;-0.87795
G13;2320;14;0.006034;0.176489;-2.502349;-0.695648;-1.919209;-3.593852;9;2;37;6;0;RAX;7;13;9;1.11E+15;0;NaN;NaN;0.998920023;30062;inf;inf;1.046900034;-1.1168
G14;4197;82;0.019538;0.571417;-0.807385;0.159585;-0.59705;-1.15955;9;2;37;6;0;GP6;7;14;9;1.11E+15;0;NaN;-0.4598;1;51206;inf;-0.4598;0.965610027;-0.93513
G15;4390;279;0.063554;1.858736;0.894322;0.224448;0.73037;1.284437;9;2;37;6;0;SOCS7;7;15;9;1.11E+15;0;NaN;0.76878;1;30837;inf;0.76878;0.940050006;-0.22395
G16;3151;269;0.08537;2.496789;1.320074;-0.253963;1.062479;1.895902;9;2;37;6;0;CLEC1;7;16;9;1.11E+15;0;NaN;NaN;1;51267;inf;inf;1.063500047;-0.83163
G17;4988;131;0.026263;0.768109;-0.380617;0.408688;-0.264149;-0.546627;9;2;37;6;0;DUOX2;7;17;9;1.11E+15;0;NaN;-0.41899;0.161290005;50506;inf;-0.41899;2.798599958;0.29754
G18;4125;271;0.065697;1.921424;0.942176;0.134621;0.767699;1.353166;9;2;37;6;0;CYP39A1;7;18;9;1.11E+15;0;NaN;NaN;0.997179985;51302;inf;inf;1.555099964;2.5363
G19;2568;36;0.014019;0.410002;-1.286299;-0.549128;-0.970627;-1.847364;9;2;37;6;0;GEMIN4;7;19;9;1.11E+15;0;NaN;0.52469;0.998449981;50628;inf;0.52469;0.239439994;0.76247
G20;3679;69;0.018755;0.548526;-0.866368;-0.030459;-0.643059;-1.244261;9;2;37;6;0;BHC80;7;20;9;1.11E+15;0;NaN;NaN;1;51317;inf;inf;0.518190026;-1.8826
G21;3032;57;0.018799;0.549824;-0.862958;-0.309503;-0.6404;-1.239364;9;2;37;6;0;PARD6A;7;21;9;1.11E+15;0;NaN;-0.8753;0.99940002;50855;inf;-0.8753;0.391570002;0.54144
G22;3730;120;0.032172;0.940915;-0.087864;-0.010597;-0.035786;-0.126175;9;2;37;6;0;MBTPS2;7;22;9;1.11E+15;0;NaN;0.94697;1;51360;inf;0.94697;1.061499953;1.2007
G23;5186;51;0.009834;0.287618;-1.797776;0.464849;-1.369606;-2.581946;9;2;37;6;0;Blank;7;23;9;1.11E+15;0;NaN;-0.084505;;Blank;inf;-0.084505;;0.24533
G24;2627;12;0.004568;0.133598;-2.904032;-0.516357;-2.232543;-4.170749;9;2;37;6;0;Blank;7;24;9;1.11E+15;0;NaN;-1.1194;;Blank;inf;-1.1194;;0.10674
H01;16067;18;0.00112;0.032765;-4.931682;2.096256;-3.814215;-7.082855;9;2;37;6;0;Blank;8;1;9;1.11E+15;0;NaN;0.63237;;Blank;inf;0.63237;;0.97778
H02;13721;1;0.000073;0.002132;-8.873892;1.868541;-6.889344;-12.744647;9;2;37;6;0;Blank;8;2;9;1.11E+15;0;NaN;0.90307;;Blank;inf;0.90307;;1.6264
H03;2686;71;0.026433;0.77309;-0.371291;-0.484314;-0.256874;-0.533232;9;2;37;6;0;CSAD;8;3;9;1.11E+15;0;NaN;0.91355;1;51380;inf;0.91355;1.116400003;0.41151
H04;3565;210;0.058906;1.722811;0.784765;-0.075871;0.64491;1.127092;9;2;37;6;0;C11orf24;8;4;9;1.11E+15;0;NaN;1.7609;1;53838;inf;1.7609;1.243100047;3.5324
H05;1734;115;0.066321;1.939665;0.955807;-1.115669;0.778332;1.372743;9;2;37;6;0;ANAPC5;8;5;9;1.11E+15;0;NaN;0.014459;0.272359997;51433;inf;0.014459;2.389100075;-0.97248
H06;2957;547;0.184985;5.410208;2.435684;-0.345639;1.932712;3.498138;9;2;37;6;0;FAM3B;8;6;9;1.11E+15;0;NaN;0.35545;0.99958998;54097;inf;0.35545;0.807900012;0.63977
H07;4688;316;0.067406;1.971412;0.979229;0.319199;0.796602;1.406382;9;2;37;6;0;HSD17B7;8;7;9;1.11E+15;0;NaN;-0.58055;0.997020006;51478;inf;-0.58055;2.724999905;-0.19547
H08;4040;933;0.230941;6.754267;2.755799;0.104582;2.182419;3.957887;8;2;37;6;0;TREM1;8;8;9;9.88E+14;0;NaN;NaN;0.993560016;54210;inf;inf;2.284699917;-0.55427
H09;3629;144;0.03968;1.160522;0.214774;-0.050201;0.200287;0.308473;9;2;37;6;0;PHF7;8;9;9;1.11E+15;0;NaN;NaN;0.998549998;51533;inf;inf;0.421979994;-0.25823
H10;3907;179;0.045815;1.339947;0.422176;0.056288;0.362071;0.606343;9;2;37;6;0;SSH1;8;10;9;1.11E+15;0;NaN;0.35711;1;54434;inf;0.35711;0.807590008;-1.296
H11;5048;273;0.054081;1.58169;0.661467;0.425939;0.548731;0.950011;9;2;37;6;0;TTRAP;8;11;9;1.11E+15;0;NaN;-1.212;0.599539995;51567;inf;-1.212;0.952600002;-1.19
H12;2996;193;0.064419;1.884055;0.913841;-0.326735;0.745596;1.312471;9;2;37;6;0;FLJ10156;8;12;9;1.11E+15;0;NaN;NaN;0.997749984;54478;inf;inf;0.584779978;0.16657
H13;5345;61;0.011413;0.33378;-1.583031;0.508417;-1.202094;-2.273531;9;2;37;6;0;DHRS7;8;13;9;1.11E+15;0;NaN;1.6292;0.588240027;51635;inf;1.6292;2.265399933;1.0672
H14;5994;200;0.033367;0.975868;-0.035242;0.673746;0.005262;-0.050599;9;2;37;6;0;MNAB;8;14;9;1.11E+15;0;NaN;0.077443;1;54542;inf;0.077443;1.219400048;-1.1429
H15;3959;88;0.022228;0.650092;-0.621283;0.075363;-0.451881;-0.89227;9;2;37;6;0;MPP6;8;15;9;1.11E+15;0;NaN;1.2467;1;51678;inf;1.2467;0.62650001;-0.40232
H16;5222;143;0.027384;0.800898;-0.32031;0.474829;-0.217106;-0.460013;9;2;37;6;0;KIAA1164;8;16;9;1.11E+15;0;NaN;0.51749;1;54629;inf;0.51749;0.590820014;-0.93893
H17;1679;33;0.019655;0.574832;-0.798787;-1.162171;-0.590343;-1.147201;9;2;37;6;0;GHRL;8;17;9;1.11E+15;0;NaN;1.8997;1;51738;inf;1.8997;0.576539993;1.3812
H18;2316;92;0.039724;1.161789;0.216348;-0.698138;0.201515;0.310733;9;2;37;6;0;FEV;8;18;9;1.11E+15;0;NaN;0.36467;0.386990011;54738;inf;0.36467;1.366799951;-0.57243
H19;4241;138;0.032539;0.951675;-0.071459;0.174631;-0.022989;-0.102614;9;2;37;6;0;ACCN5;8;19;9;1.11E+15;0;NaN;-0.80707;1;51802;inf;-0.80707;1.363999963;-1.9469
H20;3441;60;0.017437;0.50997;-0.971516;-0.126945;-0.72508;-1.395274;9;2;37;6;0;DCHS2;8;20;9;1.11E+15;0;NaN;1.3732;0.982879996;54798;inf;1.3732;2.836899996;0.77371
H21;5268;185;0.035118;1.027079;0.038547;0.487482;0.062821;0.055377;9;2;37;6;0;TPCN1;8;21;9;1.11E+15;0;NaN;NaN;0.999300003;53373;inf;inf;1.862599969;0.42334
H22;5648;103;0.018237;0.53336;-0.906818;0.587967;-0.674613;-1.302355;9;2;37;6;0;FLJ20259;8;22;9;1.11E+15;0;NaN;-0.9083;1;54870;inf;-0.9083;0.156450003;0.66085
H23;10038;1;0.0001;0.002914;-8.422979;1.417627;-6.537607;-12.097046;9;2;37;6;0;Blank;8;23;9;1.11E+15;0;NaN;-0.45258;;Blank;inf;-0.45258;;0.0032842
H24;4473;75;0.016767;0.490389;-1.028003;0.25147;-0.769143;-1.4764;9;2;37;6;0;Blank;8;24;9;1.11E+15;0;NaN;-0.869;;Blank;inf;-0.869;;-0.14843
I01;615;3;0.004878;0.142667;-2.809274;-2.611115;-2.158627;-4.034658;9;2;37;6;0;Blank;9;1;9;1.11E+15;0;NaN;NaN;;Blank;inf;inf;;-1.334
I02;2496;21;0.008413;0.246067;-2.022879;-0.590155;-1.545198;-2.905239;9;2;37;6;0;Blank;9;2;9;1.11E+15;0;NaN;0.19456;;Blank;inf;0.19456;;-0.19507
I03;3678;703;0.191136;5.590126;2.482881;-0.030852;1.969528;3.565922;8;2;37;6;0;PYCARD;9;3;9;9.88E+14;0;NaN;NaN;1;29108;inf;inf;0.482419997;-0.21334
I04;2751;378;0.137405;4.018641;2.006708;-0.449817;1.598088;2.882043;9;2;37;6;0;LOC51035;9;4;9;1.11E+15;0;NaN;-0.32328;1;51035;inf;-0.32328;0.605589986;0.76388
I05;4180;138;0.033014;0.965563;-0.050557;0.15373;-0.006685;-0.072595;9;2;37;6;0;CYP2S1;9;5;9;1.11E+15;0;NaN;-1.2348;0.997889996;29785;inf;-1.2348;0.625940025;-0.41109
I06;3584;155;0.043248;1.264858;0.338975;-0.068202;0.297171;0.48685;9;2;37;6;0;TMX2;9;6;9;1.11E+15;0;NaN;-0.094367;1;51075;inf;-0.094367;1.009899974;0.38257
I07;4313;91;0.021099;0.617078;-0.696476;0.198919;-0.510535;-1.000262;9;2;37;6;0;ALG6;9;7;9;1.11E+15;0;NaN;-1.9111;0.997240007;29929;inf;-1.9111;0.295610011;0.76812
I08;3552;129;0.036318;1.062172;0.087017;-0.081142;0.10063;0.124988;9;2;37;6;0;ANGPTL4;9;8;9;1.11E+15;0;NaN;0.75549;1;51129;inf;0.75549;0.987299979;0.78601
I09;2378;81;0.034062;0.996211;-0.005477;-0.660024;0.02848;-0.007852;9;2;37;6;0;IL19;9;9;9;1.11E+15;0;NaN;0.24219;1;29949;inf;0.24219;0.90662998;0.37784
I10;3375;109;0.032296;0.944562;-0.082282;-0.154886;-0.031432;-0.118158;9;2;37;6;0;C1orf33;9;10;9;1.11E+15;0;NaN;NaN;1;51154;inf;inf;1.469200015;-2.7222
I11;3471;68;0.019591;0.572971;-0.803467;-0.114422;-0.593994;-1.153923;9;2;37;6;0;PILRA;9;11;9;1.11E+15;0;NaN;-1.7055;1;29992;inf;-1.7055;1.238199949;0.33458
I12;4012;175;0.043619;1.275719;0.351311;0.094549;0.306793;0.504567;9;2;37;6;0;DCXR;9;12;9;1.11E+15;0;NaN;-0.59346;1;51181;inf;-0.59346;0.326700002;0.4295
I13;3565;18;0.005049;0.14767;-2.759556;-0.075871;-2.119844;-3.963252;9;2;37;6;0;PLA2G2E;9;13;9;1.11E+15;0;NaN;-1.0692;1;30814;inf;-1.0692;2.511899948;-1.2493
I14;5261;240;0.045619;1.3342;0.415975;0.485564;0.357234;0.597437;9;2;37;6;0;RAB9B;9;14;9;1.11E+15;0;NaN;-1.0743;1;51209;inf;-1.0743;0.835219979;0.17307
I15;5166;192;0.037166;1.086988;0.120336;0.459275;0.126621;0.172841;9;2;37;6;0;STOML2;9;15;9;1.11E+15;0;NaN;-1.2172;0.998969972;30968;inf;-1.2172;0.544619977;-0.28194
I16;3030;128;0.042244;1.235507;0.305104;-0.310455;0.270749;0.438204;9;2;37;6;0;FLJ39616;9;16;9;1.11E+15;0;NaN;-1.1922;0.153610006;51275;inf;-1.1922;1.181599975;-0.3896
I17;2256;74;0.032801;0.959336;-0.059892;-0.736006;-0.013967;-0.086002;9;2;37;6;0;NOX4;9;17;9;1.11E+15;0;NaN;1.4034;0.0049261;50507;inf;1.4034;0.995999992;0.18439
I18;3378;78;0.023091;0.675325;-0.566346;-0.153604;-0.409027;-0.81337;9;2;37;6;0;FKBP11;9;18;9;1.11E+15;0;NaN;0.27601;0.816829979;51303;inf;0.27601;3.966099977;-0.31739
I19;3456;117;0.033854;0.990125;-0.014317;-0.12067;0.021584;-0.020547;9;2;37;6;0;DRD1IP;9;19;9;1.11E+15;0;NaN;1.6997;1;50632;inf;1.6997;0.190669999;0.92167
I20;4577;226;0.049377;1.444127;0.530198;0.284629;0.446334;0.761484;9;2;37;6;0;MRPL35;9;20;9;1.11E+15;0;NaN;1.0908;0.0061728;51318;inf;1.0908;0.995999992;2.1941
I21;5899;75;0.012714;0.371844;-1.42723;0.650697;-1.080561;-2.04977;9;2;37;6;0;CLECSF6;9;21;9;1.11E+15;0;NaN;-0.66268;1;50856;inf;-0.66268;0.828670025;0.49968
I22;3933;82;0.020849;0.609773;-0.713657;0.065857;-0.523937;-1.024937;9;2;37;6;0;PLA1A;9;22;9;1.11E+15;0;NaN;NaN;1;51365;inf;inf;2.044199944;0.65487
I23;3124;12;0.003841;0.112344;-3.154011;-0.266379;-2.427539;-4.529767;9;2;37;6;0;Blank;9;23;9;1.11E+15;0;NaN;-0.19376;;Blank;inf;-0.19376;;0.80345
I24;4240;72;0.016981;0.496643;-1.009718;0.174291;-0.75488;-1.45014;8;2;37;6;0;Blank;9;24;9;9.88E+14;0;NaN;NaN;;Blank;inf;inf;;-2.3385
J01;5048;21;0.00416;0.121668;-3.038973;0.425939;-2.337804;-4.364551;9;2;37;6;0;Blank;10;1;9;1.11E+15;0;NaN;NaN;;Blank;inf;inf;;0.23072
J02;5869;158;0.026921;0.787356;-0.344913;0.643342;-0.236297;-0.495348;9;2;37;6;0;Blank;10;2;9;1.11E+15;0;NaN;1.6135;;Blank;inf;1.6135;;0.6531
J03;3057;57;0.018646;0.545327;-0.874805;-0.297657;-0.649641;-1.256378;9;2;37;6;0;TRPV2;10;3;9;1.11E+15;0;NaN;-0.55667;1;51393;inf;-0.55667;1.103600025;0.095513
J04;3608;313;0.086752;2.537206;1.343241;-0.058574;1.08055;1.929174;9;2;37;6;0;TRIM34;10;4;9;1.11E+15;0;NaN;NaN;0.981220007;53840;inf;inf;2.642999887;1.1091
J05;7970;16;0.002008;0.058714;-4.090158;1.084807;-3.157783;-5.87426;9;2;37;6;0;ANAPC7;10;5;9;1.11E+15;0;NaN;-0.03678;1;51434;inf;-0.03678;1.113499999;0.40772
J06;5404;106;0.019615;0.573678;-0.801686;0.524255;-0.592604;-1.151364;9;2;37;6;0;CLIC6;10;6;9;1.11E+15;0;NaN;-1.3002;1;54102;inf;-1.3002;0.798690021;-1.1827
J07;3448;191;0.055394;1.620108;0.69609;-0.124013;0.575739;0.999738;9;2;37;6;0;C9orf114;10;7;9;1.11E+15;0;NaN;0.17108;1;51490;inf;0.17108;0.615849972;0.5822
J08;6332;252;0.039798;1.163959;0.21904;0.752888;0.203615;0.3146;9;2;37;6;0;GNG2;10;8;9;1.11E+15;0;NaN;-0.12546;0.998619974;54331;inf;-0.12546;0.827530026;-0.038066
J09;5266;155;0.029434;0.860853;-0.216162;0.486934;-0.135865;-0.310436;9;2;37;6;0;SIRT7;10;9;9;1.11E+15;0;NaN;0.64722;1;51547;inf;0.64722;0.824509978;0.26091
J10;1257;34;0.027049;0.791082;-0.3381;-1.579788;-0.230983;-0.485564;9;2;37;6;0;ANLN;10;10;9;1.11E+15;0;NaN;0.59336;1;54443;inf;0.59336;0.625750005;0.65386
J11;2284;148;0.064799;1.89515;0.922312;-0.71821;0.752204;1.324637;9;2;37;6;0;OAZIN;10;11;9;1.11E+15;0;NaN;0.19844;0.498450011;51582;inf;0.19844;1.811800003;0.5705
J12;2128;87;0.040883;1.195709;0.257867;-0.820275;0.233902;0.370362;9;2;37;6;0;TXNDC10;10;12;9;1.11E+15;0;NaN;0.25118;0.172509998;54495;inf;0.25118;1.077600002;1.0272
J13;2439;48;0.01968;0.575582;-0.796906;-0.623483;-0.588876;-1.144499;9;2;37;6;0;RASD1;10;13;9;1.11E+15;0;NaN;-0.050036;0.99883002;51655;inf;-0.050036;1.57099998;0.31458
J14;3570;335;0.093838;2.744445;1.456515;-0.073849;1.168909;2.091857;9;2;37;6;0;FLJ20225;10;14;9;1.11E+15;0;NaN;0.87744;0.998459995;54546;inf;0.87744;0.540889978;-0.38872
J15;2610;53;0.020307;0.5939;-0.751708;-0.525723;-0.553619;-1.079586;9;2;37;6;0;SUFU;10;15;9;1.11E+15;0;NaN;-1.2973;1;51684;inf;-1.2973;0.821839988;-1.0423
J16;2872;133;0.046309;1.354394;0.437648;-0.387717;0.374141;0.628564;9;2;37;6;0;UGT1A1;10;16;9;1.11E+15;0;NaN;NaN;1;54658;inf;inf;1.080600023;0.34411
J17;5021;165;0.032862;0.961107;-0.057231;0.418202;-0.011891;-0.08218;9;2;37;6;0;WWOX;10;17;9;1.11E+15;0;NaN;NaN;1;51741;inf;inf;0.551100016;-1.7853
J18;17149;2;0.000117;0.003411;-8.195631;2.190279;-6.360265;-11.77053;9;2;37;6;0;LEPROT;10;18;9;1.11E+15;0;NaN;1.2702;0;54741;inf;1.2702;1;-0.077433
J19;4896;193;0.03942;1.152906;0.205275;0.38183;0.192877;0.29483;8;2;37;6;0;COQ3;10;19;9;9.88E+14;0;NaN;0.099651;1;51805;inf;0.099651;3.816099882;0.61891
J20;3807;195;0.051221;1.498062;0.583097;0.018881;0.487598;0.837457;7;2;37;6;0;TRPM7;10;20;9;8.64E+14;0;NaN;NaN;1;54822;inf;inf;0.871179998;-0.99757
J21;3826;76;0.019864;0.58096;-0.783488;0.026064;-0.578409;-1.125229;9;2;37;6;0;CLIC5;10;21;9;1.11E+15;0;NaN;-0.15412;1;53405;inf;-0.15412;0.880699992;-0.2449
J22;4241;234;0.055176;1.61371;0.690382;0.174631;0.571286;0.991539;9;2;37;6;0;DPP8;10;22;9;1.11E+15;0;NaN;0.90251;1;54878;inf;0.90251;0.431769997;0.36545
J23;2466;130;0.052717;1.541801;0.624616;-0.6076;0.519986;0.897087;9;2;37;6;0;Blank;10;23;9;1.11E+15;0;NaN;-0.43271;;Blank;inf;-0.43271;;-0.28635
J24;5719;171;0.0299;0.874488;-0.193489;0.60599;-0.118179;-0.277874;9;2;37;6;0;Blank;10;24;9;1.11E+15;0;NaN;-1.1857;;Blank;inf;-1.1857;;-0.059197
K01;5586;11;0.001969;0.057593;-4.117963;0.572042;-3.179472;-5.914193;9;2;37;6;0;Blank;11;1;9;1.11E+15;0;NaN;0.60104;;Blank;inf;0.60104;;0.6904
K02;5449;140;0.025693;0.751431;-0.412287;0.536218;-0.288853;-0.592111;9;2;37;6;0;Blank;11;2;9;1.11E+15;0;NaN;NaN;;Blank;inf;inf;;-0.33038
K03;4502;634;0.140826;4.118715;2.042194;0.260793;1.62577;2.933009;8;2;37;6;0;MYLIP;11;3;9;9.88E+14;0;NaN;1.1175;0.566460013;29116;inf;1.1175;0.800880015;0.22671
K04;2540;31;0.012205;0.356949;-1.486211;-0.564945;-1.126569;-2.134477;9;2;37;6;0;GMNN;11;4;9;1.11E+15;0;NaN;NaN;1;51053;inf;inf;0.575500011;0.56631
K05;3455;87;0.025181;0.73646;-0.441321;-0.121087;-0.311501;-0.633809;9;2;37;6;0;VPREB3;11;5;9;1.11E+15;0;NaN;0.69467;1;29802;inf;0.69467;0.123719998;1.4447
K06;4202;58;0.013803;0.403692;-1.308674;0.161303;-0.988081;-1.879499;9;2;37;6;0;ADIPOR1;11;6;9;1.11E+15;0;NaN;-0.60407;0.726140022;51094;inf;-0.60407;2.097599983;-0.34396
K07;3751;376;0.10024;2.931695;1.551735;-0.002498;1.243186;2.228613;9;2;37;6;0;PCDHB1;11;7;9;1.11E+15;0;NaN;1.2411;1;29930;inf;1.2411;0.840229988;0.14048
K08;4757;138;0.02901;0.848445;-0.237106;0.340279;-0.152203;-0.340517;9;2;37;6;0;ASB3;11;8;9;1.11E+15;0;NaN;0.33778;1;51130;inf;0.33778;1.261999965;-0.044134
K09;5631;49;0.008702;0.2545;-1.97426;0.583618;-1.507273;-2.835412;9;2;37;6;0;TRHDE;11;9;9;1.11E+15;0;NaN;-0.027539;1;29953;inf;-0.027539;0.171810001;1.2342
K10;2924;217;0.074213;2.170503;1.118029;-0.36183;0.904873;1.605726;9;2;37;6;0;SERPINA10;11;10;9;1.11E+15;0;NaN;0.64071;1;51156;inf;0.64071;1.092300057;0.88809
K11;2568;76;0.029595;0.865559;-0.208296;-0.549128;-0.12973;-0.29914;9;2;37;6;0;BAZ2B;11;11;9;1.11E+15;0;NaN;NaN;0.354229987;29994;inf;inf;2.622200012;-0.38208
K12;1223;50;0.040883;1.195698;0.257853;-1.619349;0.233891;0.370343;9;2;37;6;0;HSPA14;11;12;9;1.11E+15;0;NaN;-1.175;1;51182;inf;-1.175;2.197599888;-0.26925
K13;2417;100;0.041374;1.210044;0.27506;-0.636556;0.247314;0.395055;9;2;37;6;0;CSEN;11;13;9;1.11E+15;0;NaN;-0.018665;0.998759985;30818;inf;-0.018665;1.228999972;0.80251
K14;4618;73;0.015808;0.462324;-1.113022;0.297495;-0.835463;-1.598505;9;2;37;6;0;LUZP4;11;14;9;1.11E+15;0;NaN;0.86856;0.960259974;51213;inf;0.86856;3.254199982;0.6389
K15;1613;45;0.027898;0.815936;-0.293472;-1.220027;-0.196171;-0.421469;9;2;37;6;0;KLK14;11;15;9;1.11E+15;0;NaN;0.62471;1;43847;inf;0.62471;0.931940019;0.98277
K16;4572;132;0.028871;0.844395;-0.24401;0.283052;-0.157588;-0.350432;9;2;37;6;0;C1RL;11;16;9;1.11E+15;0;NaN;-1.292;0.993830025;51279;inf;-1.292;2.017699957;0.89508
K17;5285;42;0.007947;0.232425;-2.105165;0.49213;-1.609385;-3.023417;9;2;37;6;0;IL20;11;17;9;1.11E+15;0;NaN;0.91744;0.208330005;50604;inf;0.91744;1.74119997;-0.99793
K18;4503;78;0.017322;0.506606;-0.981063;0.261113;-0.732528;-1.408985;9;2;37;6;0;ZDHHC3;11;18;9;1.11E+15;0;NaN;0.56029;1;51304;inf;0.56029;1.076099992;-0.77945
K19;751;7;0.009321;0.272606;-1.875109;-2.322888;-1.429929;-2.693011;9;2;37;6;0;ARHGEF4;11;19;9;1.11E+15;0;NaN;NaN;1;50649;inf;inf;1.013100028;-1.4958
K20;4887;38;0.007776;0.227415;-2.1366;0.379176;-1.633907;-3.068565;9;2;37;6;0;RKHD2;11;20;9;1.11E+15;0;NaN;1.7869;0.997340024;51320;inf;1.7869;1.41960001;1.5618
K21;2449;20;0.008167;0.238847;-2.065843;-0.61758;-1.578712;-2.966944;9;2;37;6;0;RNF141;11;21;9;1.11E+15;0;NaN;-1.2817;1;50862;inf;-1.2817;1.910899997;0.69216
