WellName;TotalCells;InfectedCells;InfectionIndex;RelativeInfectionIndex;Log2RelativeInfectionIndex;Log2RelativeCellNumber;ZScore;MAD;Images;OligoNumber;PlateNumber;ReplicaNumber;BatchNumber;GeneData;GeneID;WellRow;WellCol;Path;ImageIndices;RawImages;BigNumber;Zero
H09;3629;144;0.03968;1.160522;0.214774;-0.050201;0.200287;0.308473;9;2;37;6;0;PHF7;51533;8;9; ; ;9;1.11E+15;0
H10;3907;179;0.045815;1.339947;0.422176;0.056288;0.362071;0.606343;9;2;37;6;0;SSH1;54434;8;10; ; ;9;1.11E+15;0
H11;5048;273;0.054081;1.58169;0.661467;0.425939;0.548731;0.950011;9;2;37;6;0;TTRAP;51567;8;11; ; ;9;1.11E+15;0
H12;2996;193;0.064419;1.884055;0.913841;-0.326735;0.745596;1.312471;9;2;37;6;0;FLJ10156;54478;8;12; ; ;9;1.11E+15;0
H13;5345;61;0.011413;0.33378;-1.583031;0.508417;-1.202094;-2.273531;9;2;37;6;0;DHRS7;51635;8;13; ; ;9;1.11E+15;0
H14;5994;200;0.033367;0.975868;-0.035242;0.673746;0.005262;-0.050599;9;2;37;6;0;MNAB;54542;8;14; ; ;9;1.11E+15;0
H15;3959;88;0.022228;0.650092;-0.621283;0.075363;-0.451881;-0.89227;9;2;37;6;0;MPP6;51678;8;15; ; ;9;1.11E+15;0
H16;5222;143;0.027384;0.800898;-0.32031;0.474829;-0.217106;-0.460013;9;2;37;6;0;KIAA1164;54629;8;16; ; ;9;1.11E+15;0
H17;1679;33;0.019655;0.574832;-0.798787;-1.162171;-0.590343;-1.147201;9;2;37;6;0;GHRL;51738;8;17; ; ;9;1.11E+15;0
H18;2316;92;0.039724;1.161789;0.216348;-0.698138;0.201515;0.310733;9;2;37;6;0;FEV;54738;8;18; ; ;9;1.11E+15;0
H19;4241;138;0.032539;0.951675;-0.071459;0.174631;-0.022989;-0.102614;9;2;37;6;0;ACCN5;51802;8;19; ; ;9;1.11E+15;0
H20;3441;60;0.017437;0.50997;-0.971516;-0.126945;-0.72508;-1.395274;9;2;37;6;0;DCHS2;54798;8;20; ; ;9;1.11E+15;0
H21;5268;185;0.035118;1.027079;0.038547;0.487482;0.062821;0.055377;9;2;37;6;0;TPCN1;53373;8;21; ; ;9;1.11E+15;0
H22;5648;103;0.018237;0.53336;-0.906818;0.587967;-0.674613;-1.302355;9;2;37;6;0;FLJ20259;54870;8;22; ; ;9;1.11E+15;0
H23;10038;1;0.0001;0.002914;-8.422979;1.417627;-6.537607;-12.097046;9;2;37;6;0;Blank;Blank;8;23; ; ;9;1.11E+15;0
H24;4473;75;0.016767;0.490389;-1.028003;0.25147;-0.769143;-1.4764;9;2;37;6;0;Blank;Blank;8;24; ; ;9;1.11E+15;0
I01;615;3;0.004878;0.142667;-2.809274;-2.611115;-2.158627;-4.034658;9;2;37;6;0;Blank;Blank;9;1; ; ;9;1.11E+15;0
I02;2496;21;0.008413;0.246067;-2.022879;-0.590155;-1.545198;-2.905239;9;2;37;6;0;Blank;Blank;9;2; ; ;9;1.11E+15;0
I03;3678;703;0.191136;5.590126;2.482881;-0.030852;1.969528;3.565922;8;2;37;6;0;PYCARD;29108;9;3; ; ;9;9.88E+14;0
I04;2751;378;0.137405;4.018641;2.006708;-0.449817;1.598088;2.882043;9;2;37;6;0;LOC51035;51035;9;4; ; ;9;1.11E+15;0
I05;4180;138;0.033014;0.965563;-0.050557;0.15373;-0.006685;-0.072595;9;2;37;6;0;CYP2S1;29785;9;5; ; ;9;1.11E+15;0
I06;3584;155;0.043248;1.264858;0.338975;-0.068202;0.297171;0.48685;9;2;37;6;0;TMX2;51075;9;6; ; ;9;1.11E+15;0
I07;4313;91;0.021099;0.617078;-0.696476;0.198919;-0.510535;-1.000262;9;2;37;6;0;ALG6;29929;9;7; ; ;9;1.11E+15;0
I08;3552;129;0.036318;1.062172;0.087017;-0.081142;0.10063;0.124988;9;2;37;6;0;ANGPTL4;51129;9;8; ; ;9;1.11E+15;0
I09;2378;81;0.034062;0.996211;-0.005477;-0.660024;0.02848;-0.007852;9;2;37;6;0;IL19;29949;9;9; ; ;9;1.11E+15;0
I10;3375;109;0.032296;0.944562;-0.082282;-0.154886;-0.031432;-0.118158;9;2;37;6;0;C1orf33;51154;9;10; ; ;9;1.11E+15;0
I11;3471;68;0.019591;0.572971;-0.803467;-0.114422;-0.593994;-1.153923;9;2;37;6;0;PILRA;29992;9;11; ; ;9;1.11E+15;0
I12;4012;175;0.043619;1.275719;0.351311;0.094549;0.306793;0.504567;9;2;37;6;0;DCXR;51181;9;12; ; ;9;1.11E+15;0
I13;3565;18;0.005049;0.14767;-2.759556;-0.075871;-2.119844;-3.963252;9;2;37;6;0;PLA2G2E;30814;9;13; ; ;9;1.11E+15;0
I14;5261;240;0.045619;1.3342;0.415975;0.485564;0.357234;0.597437;9;2;37;6;0;RAB9B;51209;9;14; ; ;9;1.11E+15;0
I15;5166;192;0.037166;1.086988;0.120336;0.459275;0.126621;0.172841;9;2;37;6;0;STOML2;30968;9;15; ; ;9;1.11E+15;0
I16;3030;128;0.042244;1.235507;0.305104;-0.310455;0.270749;0.438204;9;2;37;6;0;FLJ39616;51275;9;16; ; ;9;1.11E+15;0
I17;2256;74;0.032801;0.959336;-0.059892;-0.736006;-0.013967;-0.086002;9;2;37;6;0;NOX4;50507;9;17; ; ;9;1.11E+15;0
I18;3378;78;0.023091;0.675325;-0.566346;-0.153604;-0.409027;-0.81337;9;2;37;6;0;FKBP11;51303;9;18; ; ;9;1.11E+15;0
I19;3456;117;0.033854;0.990125;-0.014317;-0.12067;0.021584;-0.020547;9;2;37;6;0;DRD1IP;50632;9;19; ; ;9;1.11E+15;0
I20;4577;226;0.049377;1.444127;0.530198;0.284629;0.446334;0.761484;9;2;37;6;0;MRPL35;51318;9;20; ; ;9;1.11E+15;0
I21;5899;75;0.012714;0.371844;-1.42723;0.650697;-1.080561;-2.04977;9;2;37;6;0;CLECSF6;50856;9;21; ; ;9;1.11E+15;0
I22;3933;82;0.020849;0.609773;-0.713657;0.065857;-0.523937;-1.024937;9;2;37;6;0;PLA1A;51365;9;22; ; ;9;1.11E+15;0
I23;3124;12;0.003841;0.112344;-3.154011;-0.266379;-2.427539;-4.529767;9;2;37;6;0;Blank;Blank;9;23; ; ;9;1.11E+15;0
I24;4240;72;0.016981;0.496643;-1.009718;0.174291;-0.75488;-1.45014;8;2;37;6;0;Blank;Blank;9;24; ; ;9;9.88E+14;0
J01;5048;21;0.00416;0.121668;-3.038973;0.425939;-2.337804;-4.364551;9;2;37;6;0;Blank;Blank;10;1; ; ;9;1.11E+15;0
J02;5869;158;0.026921;0.787356;-0.344913;0.643342;-0.236297;-0.495348;9;2;37;6;0;Blank;Blank;10;2; ; ;9;1.11E+15;0
J03;3057;57;0.018646;0.545327;-0.874805;-0.297657;-0.649641;-1.256378;9;2;37;6;0;TRPV2;51393;10;3; ; ;9;1.11E+15;0
J04;3608;313;0.086752;2.537206;1.343241;-0.058574;1.08055;1.929174;9;2;37;6;0;TRIM34;53840;10;4; ; ;9;1.11E+15;0
J05;7970;16;0.002008;0.058714;-4.090158;1.084807;-3.157783;-5.87426;9;2;37;6;0;ANAPC7;51434;10;5; ; ;9;1.11E+15;0
J06;5404;106;0.019615;0.573678;-0.801686;0.524255;-0.592604;-1.151364;9;2;37;6;0;CLIC6;54102;10;6; ; ;9;1.11E+15;0
J07;3448;191;0.055394;1.620108;0.69609;-0.124013;0.575739;0.999738;9;2;37;6;0;C9orf114;51490;10;7; ; ;9;1.11E+15;0
J08;6332;252;0.039798;1.163959;0.21904;0.752888;0.203615;0.3146;9;2;37;6;0;GNG2;54331;10;8; ; ;9;1.11E+15;0
J09;5266;155;0.029434;0.860853;-0.216162;0.486934;-0.135865;-0.310436;9;2;37;6;0;SIRT7;51547;10;9; ; ;9;1.11E+15;0
J10;1257;34;0.027049;0.791082;-0.3381;-1.579788;-0.230983;-0.485564;9;2;37;6;0;ANLN;54443;10;10; ; ;9;1.11E+15;0
J11;2284;148;0.064799;1.89515;0.922312;-0.71821;0.752204;1.324637;9;2;37;6;0;OAZIN;51582;10;11; ; ;9;1.11E+15;0
J12;2128;87;0.040883;1.195709;0.257867;-0.820275;0.233902;0.370362;9;2;37;6;0;TXNDC10;54495;10;12; ; ;9;1.11E+15;0
J13;2439;48;0.01968;0.575582;-0.796906;-0.623483;-0.588876;-1.144499;9;2;37;6;0;RASD1;51655;10;13; ; ;9;1.11E+15;0
J14;3570;335;0.093838;2.744445;1.456515;-0.073849;1.168909;2.091857;9;2;37;6;0;FLJ20225;54546;10;14; ; ;9;1.11E+15;0
J15;2610;53;0.020307;0.5939;-0.751708;-0.525723;-0.553619;-1.079586;9;2;37;6;0;SUFU;51684;10;15; ; ;9;1.11E+15;0
J16;2872;133;0.046309;1.354394;0.437648;-0.387717;0.374141;0.628564;9;2;37;6;0;UGT1A1;54658;10;16; ; ;9;1.11E+15;0
J17;5021;165;0.032862;0.961107;-0.057231;0.418202;-0.011891;-0.08218;9;2;37;6;0;WWOX;51741;10;17; ; ;9;1.11E+15;0
J18;17149;2;0.000117;0.003411;-8.195631;2.190279;-6.360265;-11.77053;9;2;37;6;0;LEPROT;54741;10;18; ; ;9;1.11E+15;0
J19;4896;193;0.03942;1.152906;0.205275;0.38183;0.192877;0.29483;8;2;37;6;0;COQ3;51805;10;19; ; ;9;9.88E+14;0
J20;3807;195;0.051221;1.498062;0.583097;0.018881;0.487598;0.837457;7;2;37;6;0;TRPM7;54822;10;20; ; ;9;8.64E+14;0
J21;3826;76;0.019864;0.58096;-0.783488;0.026064;-0.578409;-1.125229;9;2;37;6;0;CLIC5;53405;10;21; ; ;9;1.11E+15;0
J22;4241;234;0.055176;1.61371;0.690382;0.174631;0.571286;0.991539;9;2;37;6;0;DPP8;54878;10;22; ; ;9;1.11E+15;0
J23;2466;130;0.052717;1.541801;0.624616;-0.6076;0.519986;0.897087;9;2;37;6;0;Blank;Blank;10;23; ; ;9;1.11E+15;0
J24;5719;171;0.0299;0.874488;-0.193489;0.60599;-0.118179;-0.277874;9;2;37;6;0;Blank;Blank;10;24; ; ;9;1.11E+15;0
K01;5586;11;0.001969;0.057593;-4.117963;0.572042;-3.179472;-5.914193;9;2;37;6;0;Blank;Blank;11;1; ; ;9;1.11E+15;0
K02;5449;140;0.025693;0.751431;-0.412287;0.536218;-0.288853;-0.592111;9;2;37;6;0;Blank;Blank;11;2; ; ;9;1.11E+15;0
K03;4502;634;0.140826;4.118715;2.042194;0.260793;1.62577;2.933009;8;2;37;6;0;MYLIP;29116;11;3; ; ;9;9.88E+14;0
K04;2540;31;0.012205;0.356949;-1.486211;-0.564945;-1.126569;-2.134477;9;2;37;6;0;GMNN;51053;11;4; ; ;9;1.11E+15;0
K05;3455;87;0.025181;0.73646;-0.441321;-0.121087;-0.311501;-0.633809;9;2;37;6;0;VPREB3;29802;11;5; ; ;9;1.11E+15;0
K06;4202;58;0.013803;0.403692;-1.308674;0.161303;-0.988081;-1.879499;9;2;37;6;0;ADIPOR1;51094;11;6; ; ;9;1.11E+15;0
K07;3751;376;0.10024;2.931695;1.551735;-0.002498;1.243186;2.228613;9;2;37;6;0;PCDHB1;29930;11;7; ; ;9;1.11E+15;0
K08;4757;138;0.02901;0.848445;-0.237106;0.340279;-0.152203;-0.340517;9;2;37;6;0;ASB3;51130;11;8; ; ;9;1.11E+15;0
K09;5631;49;0.008702;0.2545;-1.97426;0.583618;-1.507273;-2.835412;9;2;37;6;0;TRHDE;29953;11;9; ; ;9;1.11E+15;0
K10;2924;217;0.074213;2.170503;1.118029;-0.36183;0.904873;1.605726;9;2;37;6;0;SERPINA10;51156;11;10; ; ;9;1.11E+15;0
K11;2568;76;0.029595;0.865559;-0.208296;-0.549128;-0.12973;-0.29914;9;2;37;6;0;BAZ2B;29994;11;11; ; ;9;1.11E+15;0
K12;1223;50;0.040883;1.195698;0.257853;-1.619349;0.233891;0.370343;9;2;37;6;0;HSPA14;51182;11;12; ; ;9;1.11E+15;0
K13;2417;100;0.041374;1.210044;0.27506;-0.636556;0.247314;0.395055;9;2;37;6;0;CSEN;30818;11;13; ; ;9;1.11E+15;0
K14;4618;73;0.015808;0.462324;-1.113022;0.297495;-0.835463;-1.598505;9;2;37;6;0;LUZP4;51213;11;14; ; ;9;1.11E+15;0
K15;1613;45;0.027898;0.815936;-0.293472;-1.220027;-0.196171;-0.421469;9;2;37;6;0;KLK14;43847;11;15; ; ;9;1.11E+15;0
K16;4572;132;0.028871;0.844395;-0.24401;0.283052;-0.157588;-0.350432;9;2;37;6;0;C1RL;51279;11;16; ; ;9;1.11E+15;0
K17;5285;42;0.007947;0.232425;-2.105165;0.49213;-1.609385;-3.023417;9;2;37;6;0;IL20;50604;11;17; ; ;9;1.11E+15;0
K18;4503;78;0.017322;0.506606;-0.981063;0.261113;-0.732528;-1.408985;9;2;37;6;0;ZDHHC3;51304;11;18; ; ;9;1.11E+15;0
K19;751;7;0.009321;0.272606;-1.875109;-2.322888;-1.429929;-2.693011;9;2;37;6;0;ARHGEF4;50649;11;19; ; ;9;1.11E+15;0
K20;4887;38;0.007776;0.227415;-2.1366;0.379176;-1.633907;-3.068565;9;2;37;6;0;RKHD2;51320;11;20; ; ;9;1.11E+15;0
K21;2449;20;0.008167;0.238847;-2.065843;-0.61758;-1.578712;-2.966944;9;2;37;6;0;RNF141;50862;11;21; ; ;9;1.11E+15;0
K22;6550;164;0.025038;0.732286;-0.449522;0.801722;-0.317898;-0.645587;9;2;37;6;0;EDD;51366;11;22; ; ;9;1.11E+15;0
K23;5256;273;0.051941;1.519096;0.603213;0.484192;0.50329;0.866348;9;2;37;6;0;Blank;Blank;11;23; ; ;9;1.11E+15;0
K24;6111;202;0.033055;0.966756;-0.048776;0.701635;-0.005295;-0.070037;9;2;37;6;0;Blank;Blank;11;24; ; ;9;1.11E+15;0
L01;5724;54;0.009434;0.275913;-1.857715;0.607251;-1.416361;-2.668031;9;2;37;6;0;Blank;Blank;12;1; ; ;9;1.11E+15;0
L02;6149;182;0.029598;0.865655;-0.208136;0.710579;-0.129604;-0.298909;9;2;37;6;0;Blank;Blank;12;2; ; ;9;1.11E+15;0
L03;3846;36;0.00936;0.273761;-1.869012;0.033586;-1.425174;-2.684256;9;2;37;6;0;TRAPPC4;51399;12;3; ; ;9;1.11E+15;0
L04;1601;56;0.034978;1.022998;0.032803;-1.2308;0.05834;0.047126;9;2;37;6;0;MYO3A;53904;12;4; ; ;9;1.11E+15;0
L05;1718;33;0.019208;0.561783;-0.831915;-1.129043;-0.616184;-1.194779;9;2;37;6;0;SCARA3;51435;12;5; ; ;9;1.11E+15;0
L06;4592;426;0.09277;2.713224;1.440008;0.28935;1.156034;2.068151;9;2;37;6;0;LOC54103;54103;12;6; ; ;9;1.11E+15;0
L07;4434;169;0.038115;1.114728;0.156692;0.238836;0.15498;0.225056;9;2;37;6;0;HSPC111;51491;12;7; ; ;9;1.11E+15;0
L08;1177;11;0.009346;0.273334;-1.871261;-1.674659;-1.426928;-2.687486;9;2;37;6;0;GDAP1;54332;12;8; ; ;9;1.11E+15;0
L09;3148;111;0.03526;1.031255;0.044402;-0.255338;0.067388;0.063784;9;2;37;6;0;SIRT6;51548;12;9; ; ;9;1.11E+15;0
L10;3733;65;0.017412;0.509253;-0.973546;-0.009438;-0.726664;-1.39819;9;2;37;6;0;FBXO42;54455;12;10; ; ;9;1.11E+15;0
L11;8446;10;0.001184;0.034628;-4.851919;1.168495;-3.751996;-6.968299;9;2;37;6;0;PCQAP;51586;12;11; ; ;9;1.11E+15;0
L12;4350;192;0.044138;1.290892;0.368368;0.211242;0.320099;0.529065;9;2;37;6;0;PRMT7;54496;12;12; ; ;9;1.11E+15;0
L13;1451;42;0.028946;0.846564;-0.240309;-1.372726;-0.154701;-0.345116;9;2;37;6;0;Pfs2;51659;12;13; ; ;9;1.11E+15;0
L14;3713;118;0.03178;0.929469;-0.105521;-0.017188;-0.049559;-0.151534;9;2;37;6;0;WDR5B;54554;12;14; ; ;9;1.11E+15;0
L15;4159;178;0.042799;1.251725;0.323918;0.146464;0.285425;0.465225;9;2;37;6;0;CYB5R2;51700;12;15; ; ;9;1.11E+15;0
L16;5949;155;0.026055;0.762019;-0.392101;0.662874;-0.273107;-0.56312;9;2;37;6;0;CROT;54677;12;16; ; ;9;1.11E+15;0
L17;3986;53;0.013297;0.388881;-1.3626;0.085169;-1.030146;-1.956948;9;2;37;6;0;CD244;51744;12;17; ; ;9;1.11E+15;0
L18;2735;70;0.025594;0.748546;-0.417836;-0.458232;-0.293182;-0.600081;9;2;37;6;0;IL17RD;54756;12;18; ; ;9;1.11E+15;0
L19;4199;29;0.006906;0.20199;-2.307643;0.160273;-1.767329;-3.314217;9;2;37;6;0;TUBA8;51807;12;19; ; ;9;1.11E+15;0
L20;2495;166;0.066533;1.945878;0.960421;-0.590733;0.781931;1.379369;9;2;37;6;0;BSPRY;54836;12;20; ; ;9;1.11E+15;0
L21;4210;233;0.055344;1.618646;0.694787;0.164047;0.574722;0.997867;9;2;37;6;0;MBD3;53615;12;21; ; ;9;1.11E+15;0
L22;4615;105;0.022752;0.66542;-0.587664;0.296558;-0.425656;-0.843986;8;2;37;6;0;FLJ20315;54894;12;22; ; ;9;9.88E+14;0
L23;7560;109;0.014418;0.42168;-1.245781;1.008613;-0.939021;-1.789172;9;2;37;6;0;Blank;Blank;12;23; ; ;9;1.11E+15;0
L24;6089;213;0.034981;1.023085;0.032926;0.696432;0.058436;0.047303;9;2;37;6;0;Blank;Blank;12;24; ; ;9;1.11E+15;0
M01;1685;1;0.000593;0.017357;-5.848327;-1.157025;-4.529246;-8.399338;9;2;37;6;0;Blank;Blank;13;1; ; ;9;1.11E+15;0
M02;5339;349;0.065368;1.911804;0.934935;0.506796;0.76205;1.342766;9;2;37;6;0;Blank;Blank;13;2; ; ;9;1.11E+15;0
M03;1910;358;0.187435;5.481856;2.454664;-0.9762;1.947518;3.525398;9;2;37;6;0;OCIL;29121;13;3; ; ;9;1.11E+15;0
M04;2137;360;0.16846;4.926925;2.300688;-0.814186;1.827408;3.304257;9;2;37;6;0;LAP3;51056;13;4; ; ;9;1.11E+15;0
M05;3721;138;0.037087;1.084669;0.117255;-0.014083;0.124218;0.168417;9;2;37;6;0;SENP1;29843;13;5; ; ;9;1.11E+15;0
M06;3087;115;0.037253;1.08953;0.123706;-0.283568;0.129249;0.177681;9;2;37;6;0;CGI-63;51102;13;6; ; ;9;1.11E+15;0
M07;4819;189;0.03922;1.147051;0.19793;0.358961;0.187148;0.284281;9;2;37;6;0;LOH3CR2A;29931;13;7; ; ;9;1.11E+15;0
M08;5616;887;0.157942;4.619282;2.207669;0.57977;1.754848;3.170663;9;2;37;6;0;PHF11;51131;13;8; ; ;9;1.11E+15;0
M09;1802;157;0.087125;2.548137;1.349443;-1.060174;1.085388;1.938082;9;2;37;6;0;SLC25A24;29957;13;9; ; ;9;1.11E+15;0
M10;3653;291;0.079661;2.329814;1.220215;-0.040691;0.984583;1.752484;9;2;37;6;0;NCB5OR;51167;13;10; ; ;9;1.11E+15;0
M11;3799;117;0.030798;0.90073;-0.150834;0.015847;-0.084906;-0.216612;9;2;37;6;0;GLTSCR2;29997;13;11; ; ;9;1.11E+15;0
M12;4026;476;0.118231;3.45789;1.789892;0.099574;1.428961;2.570653;9;2;37;6;0;HERC5;51191;13;12; ; ;9;1.11E+15;0
M13;1464;30;0.020492;0.599319;-0.738604;-1.359858;-0.543397;-1.060766;9;2;37;6;0;KCNIP2;30819;13;13; ; ;9;1.11E+15;0
M14;4574;184;0.040227;1.176521;0.234527;0.283683;0.215696;0.336842;9;2;37;6;0;PHF20;51230;13;14; ; ;9;1.11E+15;0
M15;4614;483;0.104681;3.061593;1.614283;0.296245;1.291977;2.318444;9;2;37;6;0;KLK12;43849;13;15; ; ;9;1.11E+15;0
M16;3110;223;0.071704;2.097116;1.068407;-0.272859;0.866165;1.534458;9;2;37;6;0;ANKMY1;51281;13;16; ; ;9;1.11E+15;0
M17;3212;307;0.095579;2.79538;1.483044;-0.226301;1.189604;2.129959;9;2;37;6;0;UBQLN3;50613;13;17; ; ;9;1.11E+15;0
M18;4143;390;0.094135;2.753136;1.461076;0.140903;1.172467;2.098408;9;2;37;6;0;KCNK9;51305;13;18; ; ;9;1.11E+15;0
M19;2810;68;0.024199;0.707751;-0.498686;-0.419203;-0.356248;-0.716197;9;2;37;6;0;RDH8;50700;13;19; ; ;9;1.11E+15;0
M20;935;136;0.145455;4.254076;2.088846;-2.006735;1.66216;3.00001;9;2;37;6;0;LOC51321;51321;13;20; ; ;9;1.11E+15;0
M21;4338;231;0.05325;1.557401;0.63914;0.207257;0.531315;0.917947;9;2;37;6;0;IMPG2;50939;13;21; ; ;9;1.11E+15;0
M22;5841;147;0.025167;0.736051;-0.442122;0.636442;-0.312125;-0.634959;9;2;37;6;0;MRPS17;51373;13;22; ; ;9;1.11E+15;0
M23;5005;264;0.052747;1.542687;0.625445;0.413597;0.520632;0.898278;9;2;37;6;0;Scrambled;Scrambled;13;23; ; ;9;1.11E+15;0
M24;4319;57;0.013197;0.385984;-1.373386;0.200924;-1.03856;-1.972439;8;2;37;6;0;Scrambled;Scrambled;13;24; ; ;9;9.88E+14;0
N01;5720;11;0.001923;0.056244;-4.152162;0.606242;-3.206149;-5.96331;9;2;37;6;0;Blank;Blank;14;1; ; ;9;1.11E+15;0
N02;5764;543;0.094205;2.755204;1.462159;0.617297;1.173313;2.099965;9;2;37;6;0;Blank;Blank;14;2; ; ;9;1.11E+15;0
N03;661;49;0.07413;2.168066;1.116409;-2.507051;0.903609;1.603399;9;2;37;6;0;HEMK1;51409;14;3; ; ;9;1.11E+15;0
N04;1209;28;0.02316;0.677345;-0.562038;-1.635959;-0.405666;-0.807183;9;2;37;6;0;DUOX1;53905;14;4; ; ;9;1.11E+15;0
N05;4618;73;0.015808;0.462324;-1.113022;0.297495;-0.835463;-1.598505;8;2;37;6;0;GULP1;51454;14;5; ; ;9;9.88E+14;0
N06;4528;202;0.044611;1.304737;0.383759;0.269101;0.332104;0.551168;9;2;37;6;0;TLR9;54106;14;6; ; ;9;1.11E+15;0
N07;3266;486;0.148806;4.352092;2.121709;-0.202248;1.687795;3.047208;9;2;37;6;0;GTSE1;51512;14;7; ; ;9;1.11E+15;0
N08;4190;152;0.036277;1.060981;0.085399;0.157177;0.099368;0.122664;9;2;37;6;0;C17;54360;14;8; ; ;9;1.11E+15;0
N09;1983;74;0.037317;1.091408;0.12619;-0.922088;0.131187;0.181249;9;2;37;6;0;RAB14;51552;14;9; ; ;9;1.11E+15;0
N10;2352;52;0.022109;0.646612;-0.629027;-0.675885;-0.457921;-0.903392;9;2;37;6;0;FBXW5;54461;14;10; ; ;9;1.11E+15;0
N11;3080;532;0.172727;5.051716;2.336773;-0.286843;1.855557;3.356083;9;2;37;6;0;TRIM33;51592;14;11; ; ;9;1.11E+15;0
N12;5114;183;0.035784;1.04657;0.065669;0.444679;0.083978;0.094329;9;2;37;6;0;SMOX;54498;14;12; ; ;9;1.11E+15;0
N13;5096;188;0.036892;1.078963;0.109645;0.439592;0.118281;0.157487;9;2;37;6;0;FKBP7;51661;14;13; ; ;9;1.11E+15;0
N14;4809;137;0.028488;0.833189;-0.263284;0.355964;-0.172622;-0.378112;9;2;37;6;0;ING3;54556;14;14; ; ;9;1.11E+15;0
N15;3717;181;0.048695;1.424177;0.510129;-0.015634;0.430679;0.73266;9;2;37;6;0;NQO3A2;51706;14;15; ; ;9;1.11E+15;0
N16;4747;185;0.038972;1.139805;0.188787;0.337243;0.180016;0.27115;9;2;37;6;0;PH-4;54681;14;16; ; ;9;1.11E+15;0
N17;2589;230;0.088837;2.598207;1.377516;-0.537378;1.107287;1.978401;9;2;37;6;0;RTEL1;51750;14;17; ; ;9;1.11E+15;0
N18;5263;142;0.026981;0.789102;-0.341717;0.486112;-0.233805;-0.490758;9;2;37;6;0;PCSK4;54760;14;18; ; ;9;1.11E+15;0
N19;6007;145;0.024139;0.705973;-0.502314;0.676872;-0.359079;-0.721408;8;2;37;6;0;CECR1;51816;14;19; ; ;9;9.88E+14;0
N20;6765;185;0.027347;0.799801;-0.322287;0.848317;-0.218648;-0.462853;9;2;37;6;0;APTX;54840;14;20; ; ;9;1.11E+15;0
N21;4886;37;0.007573;0.221476;-2.174779;0.378881;-1.663688;-3.123398;9;2;37;6;0;ADAM22;53616;14;21; ; ;9;1.11E+15;0
N22;2596;61;0.023498;0.687232;-0.541132;-0.533483;-0.389358;-0.777157;9;2;37;6;0;WHSC1L1;54904;14;22; ; ;9;1.11E+15;0
N23;4916;363;0.073841;2.159597;1.110762;0.387712;0.899204;1.595289;9;2;37;6;0;Scrambled;Scrambled;14;23; ; ;9;1.11E+15;0
N24;5294;550;0.103891;3.038482;1.603351;0.494585;1.283449;2.302743;9;2;37;6;0;Scrambled;Scrambled;14;24; ; ;9;1.11E+15;0
O01;5919;3;0.000507;0.014824;-6.07597;0.65558;-4.706819;-8.726278;9;2;37;6;0;Blank;Blank;15;1; ; ;9;1.11E+15;0
O02;6015;256;0.04256;1.24475;0.315857;0.678792;0.279137;0.453647;9;2;37;6;0;Blank;Blank;15;2; ; ;9;1.11E+15;0
O03;3272;72;0.022005;0.643572;-0.635826;-0.1996;-0.463225;-0.913157;9;2;37;6;0;TSP50;29122;15;3; ; ;9;1.11E+15;0
O04;729;12;0.016461;0.481428;-1.054607;-2.365782;-0.789896;-1.514609;9;2;37;6;0;TLP19;51060;15;4; ; ;9;1.11E+15;0
O05;2037;41;0.020128;0.588669;-0.764473;-0.883327;-0.563576;-1.097919;9;2;37;6;0;TRPM5;29850;15;5; ; ;9;1.11E+15;0
O06;2564;88;0.034321;1.003789;0.005457;-0.551377;0.037009;0.007852;9;2;37;6;0;PHF20L1;51105;15;6; ; ;9;1.11E+15;0
O07;4947;188;0.038003;1.11146;0.152456;0.396781;0.151676;0.218972;9;2;37;6;0;LOH3CR2A;29931;15;7; ; ;9;1.11E+15;0
O08;3565;192;0.053857;1.575142;0.655482;-0.075871;0.544062;0.941416;9;2;37;6;0;RNF12;51132;15;8; ; ;9;1.11E+15;0
O09;1211;6;0.004955;0.144906;-2.786815;-1.633574;-2.141108;-4.002402;9;2;37;6;0;LRP12;29967;15;9; ; ;9;1.11E+15;0
O10;2726;113;0.041453;1.212357;0.277815;-0.462988;0.249462;0.399012;9;2;37;6;0;DHRS8;51170;15;10; ; ;9;1.11E+15;0
O11;975;12;0.012308;0.35996;-1.47409;-1.946299;-1.117114;-2.11707;9;2;37;6;0;GLTSCR1;29998;15;11; ; ;9;1.11E+15;0
O12;4631;492;0.106241;3.107193;1.635612;0.301551;1.308615;2.349077;9;2;37;6;0;CKLF;51192;15;12; ; ;9;1.11E+15;0
O13;2714;54;0.019897;0.581918;-0.781112;-0.469352;-0.576555;-1.121816;9;2;37;6;0;KCNIP1;30820;15;13; ; ;9;1.11E+15;0
O14;5328;46;0.008634;0.252506;-1.985611;0.503821;-1.516127;-2.851714;9;2;37;6;0;CRIM1;51232;15;14; ; ;9;1.11E+15;0
O15;4737;163;0.03441;1.00638;0.009176;0.334201;0.03991;0.013193;9;2;37;6;0;RRM2B;50484;15;15; ; ;9;1.11E+15;0
O16;5456;306;0.056085;1.640307;0.713966;0.538071;0.589683;1.02541;9;2;37;6;0;BFAR;51283;15;16; ; ;9;1.11E+15;0
O17;4366;415;0.095053;2.779984;1.475077;0.216539;1.183389;2.118516;9;2;37;6;0;IL21R;50615;15;17; ; ;9;1.11E+15;0
