Data Set Code;Plate Identifier;Row;Column;Gene_ID;Well_ID;Score;HitRate;CellNumber;PotentialOOF
20100824131256301-79295;DEMO:/TEST/H174-3C;L;10;10258;13733;0.646019995;0.646019995;2492;0.999599993
20100824131256301-79295;DEMO:/TEST/H174-3C;L;11;10259;23909;0.850769997;0.850769997;725;0.998619974
20100824131256301-79295;DEMO:/TEST/H174-3C;L;12;10260;37085;1.121799946;1.121799946;1611;1
20100824131256301-79295;DEMO:/TEST/H174-3C;L;13;10261;48607;1.899399996;1.899399996;1247;0.997600019
20100824131256301-79295;DEMO:/TEST/H174-3C;L;14;10262;16017;0.683520019;0.683520019;1128;0.99822998
20100824131256301-79295;DEMO:/TEST/H174-3C;L;15;10263;15622;0.878400028;0.878400028;2556;1
20100824131256301-79295;DEMO:/TEST/H174-3C;L;16;10264;6421;0.233960003;0.233960003;870;1
20100824131256301-79295;DEMO:/TEST/H174-3C;L;17;10265;4187;0.824609995;0.824609995;374;1
20100824131256301-79295;DEMO:/TEST/H174-3C;L;18;10266;42961;0.532959998;0.532959998;1817;1
20100824131256301-79295;DEMO:/TEST/H174-3C;L;19;10267;8801;2.333699942;2.333699942;933;1
20100824131256301-79295;DEMO:/TEST/H174-3C;L;20;10268;34017;0.802659988;0.802659988;1145;1
20100824131256301-79295;DEMO:/TEST/H174-3C;L;21;10269;38723;0.704919994;0.704919994;595;1
20100824131256301-79295;DEMO:/TEST/H174-3C;L;22;10270;39597;0.334360003;0.334360003;1402;1
20100824131256301-79295;DEMO:/TEST/H174-3C;L;23;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;L;24;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;M;1;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;M;2;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;M;3;10275;43536;0.075681999;0.075681999;489;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;4;10276;44556;0.688510001;0.688510001;2598;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;5;10277;8558;3.239099979;2.487099886;62;0.183430001
20100824131256301-79295;DEMO:/TEST/H174-3C;M;6;10278;2972;0.813929975;0.813929975;485;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;7;10279;26831;0.541670024;0.541670024;706;0.998589993
20100824131256301-79295;DEMO:/TEST/H174-3C;M;8;10280;25229;2.373899937;2.373899937;595;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;9;10281;45019;0.79418999;0.79418999;1297;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;10;10282;41360;0.572229981;0.572229981;2878;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;11;10283;46275;1.199200034;1.199200034;1970;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;12;10284;37118;0.202169999;0.202169999;1739;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;13;10285;646;0.824220002;0.824220002;1594;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;14;10286;38945;1.921499968;1.921499968;1727;0.998839974
20100824131256301-79295;DEMO:/TEST/H174-3C;M;15;10287;36404;0.976700008;0.976700008;2905;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;16;10288;6723;2.227600098;1.463600039;59;0.320650011
20100824131256301-79295;DEMO:/TEST/H174-3C;M;17;10289;15984;2.414000034;1.542000055;32;0.153850004
20100824131256301-79295;DEMO:/TEST/H174-3C;M;18;10290;46378;2.118099928;2.038100004;230;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;19;10291;36903;0.737640023;0.737640023;878;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;20;10292;3811;1.101199985;1.101199985;1910;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;21;10293;12923;0.53767997;0.53767997;608;0.998359978
20100824131256301-79295;DEMO:/TEST/H174-3C;M;22;10294;28613;0.414099991;0.414099991;1847;1
20100824131256301-79295;DEMO:/TEST/H174-3C;M;23;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;M;24;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;N;1;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;N;2;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;N;3;10299;26811;1.61559999;1.61559999;1508;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;4;10300;886;0.41613999;0.41613999;667;0.997009993
20100824131256301-79295;DEMO:/TEST/H174-3C;N;5;10301;9097;2.096800089;2.096800089;403;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;6;10302;43380;0.520420015;0.520420015;1683;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;7;10303;4811;0.761370003;0.761370003;1280;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;8;10304;44393;0.818889976;0.818889976;934;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;9;10305;30838;1.238100052;1.238100052;1370;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;10;10306;49878;0.734920025;0.546920002;203;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;11;10307;12418;0.625500023;0.625500023;2130;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;12;10308;21401;0.987999976;0;3;0.0051724
20100824131256301-79295;DEMO:/TEST/H174-3C;N;13;10309;5365;2.170799971;2.170799971;770;0.997409999
20100824131256301-79295;DEMO:/TEST/H174-3C;N;14;10310;36544;2.56520009;2.56520009;642;0.992269993
20100824131256301-79295;DEMO:/TEST/H174-3C;N;15;10311;2483;0.972000003;0;7;0.022581
20100824131256301-79295;DEMO:/TEST/H174-3C;N;16;10312;20506;0.548590004;0.548590004;1293;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;17;10313;45133;0.860230029;0.860230029;2316;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;18;10314;38333;3.533900023;3.533900023;953;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;19;10315;29374;1.211099982;1.211099982;1859;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;20;10316;29354;0.363200009;0.363200009;985;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;21;10317;989;1.254799962;1.254799962;988;1
20100824131256301-79295;DEMO:/TEST/H174-3C;N;22;10318;42158;3.427599907;3.427599907;772;0.998709977
20100824131256301-79295;DEMO:/TEST/H174-3C;N;23;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;N;24;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;O;1;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;O;2;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;O;3;10323;21057;1.782999992;1.782999992;723;1
20100824131256301-79295;DEMO:/TEST/H174-3C;O;4;10324;46866;1.087200046;1.087200046;278;0.674759984
20100824131256301-79295;DEMO:/TEST/H174-3C;O;5;10325;45201;1.576799989;0.616810024;10;0.025773
20100824131256301-79295;DEMO:/TEST/H174-3C;O;6;10326;19803;1.825000048;1.825000048;534;0.940140009
20100824131256301-79295;DEMO:/TEST/H174-3C;O;7;10327;36287;0.241459996;0.241459996;281;1
20100824131256301-79295;DEMO:/TEST/H174-3C;O;8;10328;20409;1.245900035;0.917869985;168;0.721029997
20100824131256301-79295;DEMO:/TEST/H174-3C;O;9;10329;4432;0.957920015;0.957920015;1584;1
20100824131256301-79295;DEMO:/TEST/H174-3C;O;10;10330;47012;2.526599884;2.526599884;1018;1
20100824131256301-79295;DEMO:/TEST/H174-3C;O;11;10331;11473;0.848060012;0.848060012;1491;1
20100824131256301-79295;DEMO:/TEST/H174-3C;O;12;10332;36582;2.484200001;2.484200001;1604;1
20100824131256301-79295;DEMO:/TEST/H174-3C;O;13;10333;26770;2.173099995;2.133100033;240;0.995850027
20100824131256301-79295;DEMO:/TEST/H174-3C;O;14;10334;35406;0.397190005;0.397190005;264;0.996230006
20100824131256301-79295;DEMO:/TEST/H174-3C;O;15;10335;14655;1.096699953;0.212689996;29;0.10469
20100824131256301-79295;DEMO:/TEST/H174-3C;O;16;10336;12183;1.183400035;1.183400035;1204;1
20100824131256301-79295;DEMO:/TEST/H174-3C;O;17;10337;49697;1.802800059;1.802800059;893;1
20100824131256301-79295;DEMO:/TEST/H174-3C;O;18;10338;935;0.372689992;0.372689992;662;1
20100824131256301-79295;DEMO:/TEST/H174-3C;O;19;10339;14712;1.580600023;1.580600023;1159;1
20100824131256301-79295;DEMO:/TEST/H174-3C;O;20;10340;35977;1.085999966;1.085999966;1931;1
20100824131256301-79295;DEMO:/TEST/H174-3C;O;21;10341;33045;0.425390005;0.425390005;522;0.865670025
20100824131256301-79295;DEMO:/TEST/H174-3C;O;22;10342;17091;0.748730004;0.748730004;2249;1
20100824131256301-79295;DEMO:/TEST/H174-3C;O;23;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;O;24;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;P;1;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;P;2;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;P;3;10347;44781;0.429419994;0.429419994;790;0.997470021
20100824131256301-79295;DEMO:/TEST/H174-3C;P;4;10348;39567;0.823819995;0.823819995;292;0.993200004
20100824131256301-79295;DEMO:/TEST/H174-3C;P;5;10349;40933;1.334200025;1.334200025;1595;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;6;10350;47420;4.052999973;3.34100008;72;0.205709994
20100824131256301-79295;DEMO:/TEST/H174-3C;P;7;10351;40186;0.929639995;0.929639995;836;0.997609973
20100824131256301-79295;DEMO:/TEST/H174-3C;P;8;10352;30932;0.660870016;0.660870016;1120;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;9;10353;17374;0.354829997;0.354829997;817;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;10;10354;35627;0.919550002;0.919550002;872;0.998849988
20100824131256301-79295;DEMO:/TEST/H174-3C;P;11;10355;24371;0.666360021;0.666360021;1444;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;12;10356;9521;1.366400003;1.366400003;1747;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;13;10357;28312;2.807699919;2.15170002;86;0.232429996
20100824131256301-79295;DEMO:/TEST/H174-3C;P;14;10358;22150;0.425060004;0.425060004;1988;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;15;10359;37822;0.807449996;0.807449996;2116;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;16;10360;27102;0.822409987;0.822409987;1710;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;17;10361;32786;0.977400005;0.977400005;2417;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;18;10362;29021;0.85473001;0.85473001;1667;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;19;10363;23587;0.787140012;0.787140012;478;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;20;10364;41902;0.583999991;0;104;0.268040001
20100824131256301-79295;DEMO:/TEST/H174-3C;P;21;10365;33435;0.854780018;0.790780008;234;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;22;10366;45762;2.068200111;2.068200111;677;1
20100824131256301-79295;DEMO:/TEST/H174-3C;P;23;;;;;;
20100824131256301-79295;DEMO:/TEST/H174-3C;P;24;;;;;;
