Filename,AcquiredDate,ApplicationName,ApplicationVersion,Camera Bit Depth,Experiment base name,Experiment set,ExposureTime,Frames to Average,Gain,ImageXpress Micro Filter Cube,ImageXpress Micro Objective,Laser focus score,PhysicalSizeX,PhysicalSizeY,PositionX,PositionY,PositionZ,Shading,SizeX,SizeY,SizeZ,Subtract,Temperature,camera-binning-x,camera-binning-y,camera-chip-offset-x,camera-chip-offset-y,gamma,spatial-calibration-state,spatial-calibration-units,stage-label,wavelength
bKB03-2B-1297191313_wE18_s2_z1_t1_cGFP_u001.tif,20110208 20:44:59.155,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,37.108,0.645,0.645,121782,19738.4,11133,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 2,520
bKB03-2B-1297191313_wE18_s3_z1_t1_cCy3_u001.tif,20110208 20:45:02.98,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,39.0512,0.645,0.645,120884,20409.2,11133.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 3,624
bKB03-2B-1297191313_wE18_s3_z1_t1_cDAPI_u001.tif,20110208 20:45:01.51,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,39.0512,0.645,0.645,120884,20409.4,11130,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 3,447
bKB03-2B-1297191313_wE18_s3_z1_t1_cGFP_u001.tif,20110208 20:45:02.804,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,39.0512,0.645,0.645,120884,20409.2,11133,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 3,520
bKB03-2B-1297191313_wE18_s4_z1_t1_cCy3_u001.tif,20110208 20:45:05.779,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,40.1995,0.645,0.645,121782,20409.2,11132.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 4,624
bKB03-2B-1297191313_wE18_s4_z1_t1_cDAPI_u001.tif,20110208 20:45:04.724,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,40.1995,0.645,0.645,121782,20409.2,11129.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 4,447
bKB03-2B-1297191313_wE18_s4_z1_t1_cGFP_u001.tif,20110208 20:45:06.614,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,40.1995,0.645,0.645,121782,20409.2,11132.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 4,520
bKB03-2B-1297191313_wE18_s5_z1_t1_cCy3_u001.tif,20110208 20:45:09.548,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,40.9756,0.645,0.645,120884,21080,11134.3,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 5,624
bKB03-2B-1297191313_wE18_s5_z1_t1_cDAPI_u001.tif,20110208 20:45:08.491,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,40.9756,0.645,0.645,120884,21080.2,11131.2,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 5,447
bKB03-2B-1297191313_wE18_s5_z1_t1_cGFP_u001.tif,20110208 20:45:10.299,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,40.9756,0.645,0.645,120884,21080,11134.2,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 5,520
bKB03-2B-1297191313_wE18_s6_z1_t1_cCy3_u001.tif,20110208 20:45:13.243,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,44.9222,0.645,0.645,121782,21080,11133.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 6,624
bKB03-2B-1297191313_wE18_s6_z1_t1_cDAPI_u001.tif,20110208 20:45:12.198,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,44.9222,0.645,0.645,121782,21080,11130.7,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 6,447
bKB03-2B-1297191313_wE18_s6_z1_t1_cGFP_u001.tif,20110208 20:45:13.962,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,44.9222,0.645,0.645,121782,21080,11133.7,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E18 : Site 6,520
bKB03-2B-1297191313_wE19_s1_z1_t1_cCy3_u001.tif,20110208 20:48:20.582,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,45.5412,0.645,0.645,125384,19738.4,11130.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 1,624
bKB03-2B-1297191313_wE19_s1_z1_t1_cDAPI_u001.tif,20110208 20:48:19.523,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,45.5412,0.645,0.645,125384,19738.4,11127.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 1,447
bKB03-2B-1297191313_wE19_s1_z1_t1_cGFP_u001.tif,20110208 20:48:21.439,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,45.5412,0.645,0.645,125384,19738.4,11130.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 1,520
bKB03-2B-1297191313_wE19_s2_z1_t1_cCy3_u001.tif,20110208 20:48:24.356,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,48.3218,0.645,0.645,126282,19738.4,11130.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 2,624
bKB03-2B-1297191313_wE19_s2_z1_t1_cDAPI_u001.tif,20110208 20:48:23.307,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,48.3218,0.645,0.645,126282,19738.4,11127.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 2,447
bKB03-2B-1297191313_wE19_s2_z1_t1_cGFP_u001.tif,20110208 20:48:25.60,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,48.3218,0.645,0.645,126282,19738.4,11130.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 2,520
bKB03-2B-1297191313_wE19_s3_z1_t1_cCy3_u001.tif,20110208 20:48:27.970,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,46.0109,0.645,0.645,125384,20409.2,11128.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 3,624
bKB03-2B-1297191313_wE19_s3_z1_t1_cDAPI_u001.tif,20110208 20:48:26.935,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,46.0109,0.645,0.645,125384,20409.3,11125.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 3,447
bKB03-2B-1297191313_wE19_s3_z1_t1_cGFP_u001.tif,20110208 20:48:28.690,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,46.0109,0.645,0.645,125384,20409.2,11128.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 3,520
bKB03-2B-1297191313_wE19_s4_z1_t1_cCy3_u001.tif,20110208 20:48:31.730,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,43.2551,0.645,0.645,126282,20409.2,11129.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 4,624
bKB03-2B-1297191313_wE19_s4_z1_t1_cDAPI_u001.tif,20110208 20:48:30.583,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,43.2551,0.645,0.645,126282,20409.2,11126.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 4,447
bKB03-2B-1297191313_wE19_s4_z1_t1_cGFP_u001.tif,20110208 20:48:32.438,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,43.2551,0.645,0.645,126282,20409.2,11129.1,Off,1392,1040,1,Off,-30.05,1,1,0,0,1,on,um,E19 : Site 4,520
bKB03-2B-1297191313_wE19_s5_z1_t1_cCy3_u001.tif,20110208 20:48:35.517,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,46.594,0.645,0.645,125384,21080,11132.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 5,624
bKB03-2B-1297191313_wE19_s5_z1_t1_cDAPI_u001.tif,20110208 20:48:34.364,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,46.594,0.645,0.645,125384,21080.2,11129.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 5,447
bKB03-2B-1297191313_wE19_s5_z1_t1_cGFP_u001.tif,20110208 20:48:36.219,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,46.594,0.645,0.645,125384,21080,11132.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 5,520
bKB03-2B-1297191313_wE19_s6_z1_t1_cCy3_u001.tif,20110208 20:48:39.268,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,43.6234,0.645,0.645,126282,21080,11131.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 6,624
bKB03-2B-1297191313_wE19_s6_z1_t1_cDAPI_u001.tif,20110208 20:48:38.224,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,43.6234,0.645,0.645,126282,21080,11129,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 6,447
bKB03-2B-1297191313_wE19_s6_z1_t1_cGFP_u001.tif,20110208 20:48:40.05,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,43.6234,0.645,0.645,126282,21080,11132,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E19 : Site 6,520
bKB03-2B-1297191313_wE20_s1_z1_t1_cCy3_u001.tif,20110208 20:57:06.958,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,42.3674,0.645,0.645,129884,19738.4,11124.2,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 1,624
bKB03-2B-1297191313_wE20_s1_z1_t1_cDAPI_u001.tif,20110208 20:57:05.851,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,42.3674,0.645,0.645,129884,19738.4,11121.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 1,447
bKB03-2B-1297191313_wE20_s1_z1_t1_cGFP_u001.tif,20110208 20:57:07.770,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,42.3674,0.645,0.645,129884,19738.4,11124.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 1,520
bKB03-2B-1297191313_wE20_s2_z1_t1_cCy3_u001.tif,20110208 20:57:10.702,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,43.6578,0.645,0.645,130782,19738.4,11128.3,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 2,624
bKB03-2B-1297191313_wE20_s2_z1_t1_cDAPI_u001.tif,20110208 20:57:09.644,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,43.6578,0.645,0.645,130782,19738.4,11125.2,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 2,447
bKB03-2B-1297191313_wE20_s2_z1_t1_cGFP_u001.tif,20110208 20:57:11.523,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,43.6578,0.645,0.645,130782,19738.4,11128.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 2,520
bKB03-2B-1297191313_wE20_s3_z1_t1_cCy3_u001.tif,20110208 20:57:14.570,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,41.5331,0.645,0.645,129884,20409.2,11125.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 3,624
bKB03-2B-1297191313_wE20_s3_z1_t1_cDAPI_u001.tif,20110208 20:57:13.505,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,41.5331,0.645,0.645,129884,20409.4,11122.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 3,447
bKB03-2B-1297191313_wE20_s3_z1_t1_cGFP_u001.tif,20110208 20:57:15.362,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,41.5331,0.645,0.645,129884,20409.2,11125.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 3,520
bKB03-2B-1297191313_wE20_s4_z1_t1_cCy3_u001.tif,20110208 20:57:18.763,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,37.4967,0.645,0.645,130782,20409.2,11125.7,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 4,624
bKB03-2B-1297191313_wE20_s4_z1_t1_cDAPI_u001.tif,20110208 20:57:17.586,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,37.4967,0.645,0.645,130782,20409.2,11122.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 4,447
bKB03-2B-1297191313_wE20_s4_z1_t1_cGFP_u001.tif,20110208 20:57:19.578,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,37.4967,0.645,0.645,130782,20409.2,11125.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 4,520
bKB03-2B-1297191313_wE20_s5_z1_t1_cCy3_u001.tif,20110208 20:57:22.616,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,42.5206,0.645,0.645,129884,21080,11127.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 5,624
bKB03-2B-1297191313_wE20_s5_z1_t1_cDAPI_u001.tif,20110208 20:57:21.515,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,42.5206,0.645,0.645,129884,21080.2,11124.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 5,447
bKB03-2B-1297191313_wE20_s5_z1_t1_cGFP_u001.tif,20110208 20:57:23.470,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,42.5206,0.645,0.645,129884,21080,11127.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 5,520
bKB03-2B-1297191313_wE20_s6_z1_t1_cCy3_u001.tif,20110208 20:57:26.435,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,41.9166,0.645,0.645,130782,21080,11131.2,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 6,624
bKB03-2B-1297191313_wE20_s6_z1_t1_cDAPI_u001.tif,20110208 20:57:25.353,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,41.9166,0.645,0.645,130782,21080,11128.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 6,447
bKB03-2B-1297191313_wE20_s6_z1_t1_cGFP_u001.tif,20110208 20:57:27.125,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,41.9166,0.645,0.645,130782,21080,11131.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E20 : Site 6,520
bKB03-2B-1297191313_wE21_s1_z1_t1_cCy3_u001.tif,20110208 21:00:52.175,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,41.3159,0.645,0.645,134384,19738.5,11125.4,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 1,624
bKB03-2B-1297191313_wE21_s1_z1_t1_cDAPI_u001.tif,20110208 21:00:51.118,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,41.3159,0.645,0.645,134384,19738.5,11122.3,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 1,447
bKB03-2B-1297191313_wE21_s1_z1_t1_cGFP_u001.tif,20110208 21:00:52.865,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,41.3159,0.645,0.645,134384,19738.5,11125.3,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 1,520
bKB03-2B-1297191313_wE21_s2_z1_t1_cCy3_u001.tif,20110208 21:00:55.803,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,41.8927,0.645,0.645,135282,19738.4,11126.3,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 2,624
bKB03-2B-1297191313_wE21_s2_z1_t1_cDAPI_u001.tif,20110208 21:00:54.762,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,41.8927,0.645,0.645,135282,19738.4,11123.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 2,447
bKB03-2B-1297191313_wE21_s2_z1_t1_cGFP_u001.tif,20110208 21:00:56.633,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,41.8927,0.645,0.645,135282,19738.4,11126.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 2,520
bKB03-2B-1297191313_wE21_s3_z1_t1_cCy3_u001.tif,20110208 21:00:59.654,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,39.1024,0.645,0.645,134384,20409.2,11124.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 3,624
bKB03-2B-1297191313_wE21_s3_z1_t1_cDAPI_u001.tif,20110208 21:00:58.611,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,39.1024,0.645,0.645,134384,20409.2,11121.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 3,447
bKB03-2B-1297191313_wE21_s3_z1_t1_cGFP_u001.tif,20110208 21:01:00.460,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,39.1024,0.645,0.645,134384,20409.2,11124.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 3,520
bKB03-2B-1297191313_wE21_s4_z1_t1_cCy3_u001.tif,20110208 21:01:03.345,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,44.8999,0.645,0.645,135282,20409.2,11125.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 4,624
bKB03-2B-1297191313_wE21_s4_z1_t1_cDAPI_u001.tif,20110208 21:01:02.310,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,44.8999,0.645,0.645,135282,20409.2,11122.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 4,447
bKB03-2B-1297191313_wE21_s4_z1_t1_cGFP_u001.tif,20110208 21:01:04.156,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,44.8999,0.645,0.645,135282,20409.2,11125.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 4,520
bKB03-2B-1297191313_wE21_s5_z1_t1_cCy3_u001.tif,20110208 21:01:07.111,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,39.1408,0.645,0.645,134384,21080,11126.9,Off,1392,1040,1,Off,-30.05,1,1,0,0,1,on,um,E21 : Site 5,624
bKB03-2B-1297191313_wE21_s5_z1_t1_cDAPI_u001.tif,20110208 21:01:06.67,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,39.1408,0.645,0.645,134384,21080.2,11124.1,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 5,447
bKB03-2B-1297191313_wE21_s5_z1_t1_cGFP_u001.tif,20110208 21:01:07.914,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,39.1408,0.645,0.645,134384,21080,11127,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 5,520
bKB03-2B-1297191313_wE21_s6_z1_t1_cCy3_u001.tif,20110208 21:01:11.765,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,42.2611,0.645,0.645,135282,21080,11127.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 6,624
bKB03-2B-1297191313_wE21_s6_z1_t1_cDAPI_u001.tif,20110208 21:01:10.97,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,42.2611,0.645,0.645,135282,21080,11124.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 6,447
bKB03-2B-1297191313_wE21_s6_z1_t1_cGFP_u001.tif,20110208 21:01:12.633,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,42.2611,0.645,0.645,135282,21080,11127.5,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E21 : Site 6,520
bKB03-2B-1297191313_wE22_s1_z1_t1_cCy3_u001.tif,20110208 21:09:50.148,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,28.3373,0.645,0.645,138884,19738.4,11117.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E22 : Site 1,624
bKB03-2B-1297191313_wE22_s1_z1_t1_cDAPI_u001.tif,20110208 21:09:49.50,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,28.3373,0.645,0.645,138884,19738.4,11115,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E22 : Site 1,447
bKB03-2B-1297191313_wE22_s1_z1_t1_cGFP_u001.tif,20110208 21:09:50.966,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,28.3373,0.645,0.645,138884,19738.4,11117.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E22 : Site 1,520
bKB03-2B-1297191313_wE22_s2_z1_t1_cCy3_u001.tif,20110208 21:09:54.59,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,36.6333,0.645,0.645,139782,19738.4,11122.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E22 : Site 2,624
bKB03-2B-1297191313_wE22_s2_z1_t1_cDAPI_u001.tif,20110208 21:09:52.896,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,36.6333,0.645,0.645,139782,19738.4,11119.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E22 : Site 2,447
bKB03-2B-1297191313_wE22_s2_z1_t1_cGFP_u001.tif,20110208 21:09:54.765,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,36.6333,0.645,0.645,139782,19738.4,11122.8,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E22 : Site 2,520
bKB03-2B-1297191313_wE22_s3_z1_t1_cCy3_u001.tif,20110208 21:09:57.833,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,39.8497,0.645,0.645,138884,20409.2,11121.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E22 : Site 3,624
bKB03-2B-1297191313_wE22_s3_z1_t1_cDAPI_u001.tif,20110208 21:09:56.691,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,39.8497,0.645,0.645,138884,20409.3,11118.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E22 : Site 3,447
bKB03-2B-1297191313_wE22_s3_z1_t1_cGFP_u001.tif,20110208 21:09:58.540,MetaMorph,3.1.0.79,12,SM110208,SM110208,3 ms,1,Gain 1 (1x),GFP,10X S Fluor,39.8497,0.645,0.645,138884,20409.2,11121.9,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E22 : Site 3,520
bKB03-2B-1297191313_wE22_s4_z1_t1_cCy3_u001.tif,20110208 21:10:01.596,MetaMorph,3.1.0.79,12,SM110208,SM110208,82 ms,1,Gain 1 (1x),Texas Red,10X S Fluor,38.2753,0.645,0.645,139782,20409.2,11125.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E22 : Site 4,624
bKB03-2B-1297191313_wE22_s4_z1_t1_cDAPI_u001.tif,20110208 21:10:00.532,MetaMorph,3.1.0.79,12,SM110208,SM110208,4 ms,1,Gain 1 (1x),DAPI,10X S Fluor,38.2753,0.645,0.645,139782,20409.2,11122.6,Off,1392,1040,1,Off,-29.95,1,1,0,0,1,on,um,E22 : Site 4,447
