FWHM by Color and Cycle
Run name: 120420_SN792_0109_BC0P8LACXX
Instrument name: BS-DSFCONTROL03
Run Started: Sunday, April 22, 2012 2:16 PM
Maximum number of cycles: 57
Input Directory: E:\Illumina\HiSeqTemp\120420_SN792_0109_BC0P8LACXX
Output Directory: Y:\120420_SN792_0109_BC0P8LACXX
Total number of reads: 2
Number of lanes: 8
Number of tiles per lane: 96
Color	Cycle	Lane	Tile	FWHM
1	26	2	2103	2.79142
1	26	2	2104	2.810841
1	26	2	2105	2.800341
1	26	2	2106	2.755749
1	26	2	2107	2.745009
1	26	2	2108	2.746519
1	26	2	2109	2.765471
1	26	2	2110	2.741326
1	26	2	2111	2.752554
1	26	2	2112	2.692775
1	26	2	2113	2.7238
1	26	2	2114	2.758033
1	26	2	2115	2.719503
1	26	2	2116	2.725954
1	26	2	2201	2.803007
1	26	2	2202	2.771257
1	26	2	2203	2.741582
1	26	2	2204	2.761712
1	26	2	2205	2.736761
1	26	2	2206	2.743896
1	26	2	2207	2.724664
1	26	2	2208	2.727
1	26	2	2209	2.743037
1	26	2	2210	2.685849
1	26	2	2211	2.712865
1	26	2	2212	2.695636
1	26	2	2213	2.70072
1	26	2	2214	2.765651
1	26	2	2215	2.724421
1	26	2	2216	2.723926
1	26	2	2301	2.842827
1	26	2	2302	2.811105
1	26	2	2303	2.775198
1	26	2	2304	2.804576
1	26	2	2305	2.800136
1	26	2	2306	2.770721
1	26	2	2307	2.770685
1	26	2	2308	2.759006
1	26	2	2309	2.75471
1	26	2	2310	2.743955
1	26	2	2311	2.756063
1	26	2	2312	2.722553
1	26	2	2313	2.722383
1	26	2	2314	2.748949
1	26	2	2315	2.741384
1	26	2	2316	2.741791
1	26	3	1101	2.989844
1	26	3	1102	2.958317
1	26	3	1103	2.949332
1	26	3	1104	2.941996
1	26	3	1105	2.931634
1	26	3	1106	2.897891
1	26	3	1107	2.900587
1	26	3	1108	2.880717
1	26	3	1109	2.867996
1	26	3	1110	2.835025
1	26	3	1111	2.814859
1	26	3	1112	2.803521
1	26	3	1113	2.76522
1	26	3	1114	2.728717
1	26	3	1115	2.715129
1	26	3	1116	2.662717
1	26	3	1201	3.005477
1	26	3	1202	3.004847
1	26	3	1203	2.969549
1	26	3	1204	2.970438
1	26	3	1205	2.967651
1	26	3	1206	2.944582
1	26	3	1207	2.977631
1	26	3	1208	2.911808
1	26	3	1209	2.895882
1	26	3	1210	2.855639
1	26	3	1211	2.850145
1	26	3	1212	2.818974
1	26	3	1213	2.785398
1	26	3	1214	2.754578
1	26	3	1215	2.720318
1	26	3	1216	2.626716
1	26	3	1301	2.994333
1	26	3	1302	2.97586
1	26	3	1303	2.945637
1	26	3	1304	2.946757
1	26	3	1305	2.921193
1	26	3	1306	2.917132
1	26	3	1307	2.907012
1	26	3	1308	2.874088
1	26	3	1309	2.860603
1	26	3	1310	2.854229
1	26	3	1311	2.819769
1	26	3	1312	2.795534
1	26	3	1313	2.769186
1	26	3	1314	2.774446
1	26	3	1315	2.708442
1	26	3	1316	2.694398
1	26	3	2101	2.959273
1	26	3	2102	2.958695
1	26	3	2103	2.957038
1	26	3	2104	2.937832
1	26	3	2105	2.931863
1	26	3	2106	2.929621
1	26	3	2107	2.872856
1	26	3	2108	2.882224
1	26	3	2109	2.849392
1	26	3	2110	2.84962
1	26	3	2111	2.818187
1	26	3	2112	2.794183
1	26	3	2113	2.756559
1	26	3	2114	2.757613
1	26	3	2115	2.726687
1	26	3	2116	2.723456
1	26	3	2201	2.944015
1	26	3	2202	2.954227
1	26	3	2203	2.94193
1	26	3	2204	2.931819
1	26	3	2205	2.931462
1	26	3	2206	2.905143
1	26	3	2207	2.938096
1	26	3	2208	2.867969
1	26	3	2209	2.828267
1	26	3	2210	2.815045
1	26	3	2211	2.801908
1	26	3	2212	2.758459
1	26	3	2213	2.757896
1	26	3	2214	2.748833
1	26	3	2215	2.740085
1	26	3	2216	2.702429
1	26	3	2301	2.971929
1	26	3	2302	2.946541
1	26	3	2303	2.943163
1	26	3	2304	2.940277
1	26	3	2305	2.945528
1	26	3	2306	2.922794
1	26	3	2307	2.922458
1	26	3	2308	2.904625
1	26	3	2309	2.86082
1	26	3	2310	2.839831
1	26	3	2311	2.81358
1	26	3	2312	2.795058
1	26	3	2313	2.774983
1	26	3	2314	2.765365
1	26	3	2315	2.743321
1	26	3	2316	2.706828
1	26	4	1101	2.79854
1	26	4	1102	2.792613
1	26	4	1103	2.793962
1	26	4	1104	2.779178
1	26	4	1105	2.771361
1	26	4	1106	2.763443
1	26	4	1107	2.805207
1	26	4	1108	2.744568
1	26	4	1109	2.724664
1	26	4	1110	2.72547
1	26	4	1111	2.718351
1	26	4	1112	2.68965
1	26	4	1113	2.690824
1	26	4	1114	2.663328
1	26	4	1115	2.643766
1	26	4	1116	2.612551
1	26	4	1201	2.823586
1	26	4	1202	2.817021
1	26	4	1203	2.812226
1	26	4	1204	2.788385
1	26	4	1205	2.791351
1	26	4	1206	2.787123
1	26	4	1207	2.819449
1	26	4	1208	2.770142
1	26	4	1209	2.744594
1	26	4	1210	2.752406
1	26	4	1211	2.719897
1	26	4	1212	2.696449
1	26	4	1213	2.681971
1	26	4	1214	2.628289
1	26	4	1215	2.633975
1	26	4	1216	2.641937
1	26	4	1301	2.809595
1	26	4	1302	2.811221
1	26	4	1303	2.769011
1	26	4	1304	2.788463
1	26	4	1305	2.768105
1	26	4	1306	2.785898
1	26	4	1307	2.767056
1	26	4	1308	2.749283
1	26	4	1309	2.721146
1	26	4	1310	2.715729
1	26	4	1311	2.711215
1	26	4	1312	2.690304
1	26	4	1313	2.67571
1	26	4	1314	2.6436
1	26	4	1315	2.616935
1	26	4	1316	2.613313
1	26	4	2101	2.797101
1	26	4	2102	2.774173
1	26	4	2103	2.762739
1	26	4	2104	2.800025
1	26	4	2105	2.789213
1	26	4	2106	2.787391
1	26	4	2107	2.764504
1	26	4	2108	2.758609
1	26	4	2109	2.73241
1	26	4	2110	2.711233
1	26	4	2111	2.705453
1	26	4	2112	2.673983
1	26	4	2113	2.667881
1	26	4	2114	2.682703
1	26	4	2115	2.64746
1	26	4	2116	2.65574
1	26	4	2201	2.780371
1	26	4	2202	2.780927
1	26	4	2203	2.752722
1	26	4	2204	2.761323
1	26	4	2205	2.772538
1	26	4	2206	2.774255
1	26	4	2207	2.76125
1	26	4	2208	2.733209
1	26	4	2209	2.691081
1	26	4	2210	2.686241
1	26	4	2211	2.686688
1	26	4	2212	2.659804
1	26	4	2213	2.655086
1	26	4	2214	2.67106
1	26	4	2215	2.678615
1	26	4	2216	2.637584
1	26	4	2301	2.794368
1	26	4	2302	2.785588
1	26	4	2303	2.749245
1	26	4	2304	2.782431
1	26	4	2305	2.777874
1	26	4	2306	2.777922
1	26	4	2307	2.787582
1	26	4	2308	2.75423
1	26	4	2309	2.711085
1	26	4	2310	2.713703
1	26	4	2311	2.707469
1	26	4	2312	2.702068
1	26	4	2313	2.656105
1	26	4	2314	2.655087
1	26	4	2315	2.658205
1	26	4	2316	2.622241
1	26	5	1101	3.395115
1	26	5	1102	3.390755
1	26	5	1103	3.374047
1	26	5	1104	3.368006
1	26	5	1105	3.315718
1	26	5	1106	3.327508
1	26	5	1107	3.334599
1	26	5	1108	3.287931
1	26	5	1109	3.23215
1	26	5	1110	3.21799
1	26	5	1111	3.235816
1	26	5	1112	3.195051
1	26	5	1113	3.197431
1	26	5	1114	3.157872
1	26	5	1115	3.134089
1	26	5	1116	3.093927
1	26	5	1201	3.362531
1	26	5	1202	3.338974
1	26	5	1203	3.315526
1	26	5	1204	3.307729
1	26	5	1205	3.286169
1	26	5	1206	3.310177
1	26	5	1207	3.276119
1	26	5	1208	3.262986
1	26	5	1209	3.243622
1	26	5	1210	3.21103
1	26	5	1211	3.205938
1	26	5	1212	3.181883
1	26	5	1213	3.170935
1	26	5	1214	3.10938
1	26	5	1215	3.101551
1	26	5	1216	3.068844
1	26	5	1301	3.366863
1	26	5	1302	3.341474
1	26	5	1303	3.326394
1	26	5	1304	3.315108
1	26	5	1305	3.310365
1	26	5	1306	3.283776
1	26	5	1307	3.288865
1	26	5	1308	3.252448
1	26	5	1309	3.219527
1	26	5	1310	3.222817
1	26	5	1311	3.21695
1	26	5	1312	3.226386
1	26	5	1313	3.173635
1	26	5	1314	3.146106
1	26	5	1315	3.115837
1	26	5	1316	3.083608
1	26	5	2101	3.40942
1	26	5	2102	3.401167
1	26	5	2103	3.350411
1	26	5	2104	3.396924
1	26	5	2105	3.368556
1	26	5	2106	3.368364
1	26	5	2107	3.336328
1	26	5	2108	3.291148
1	26	5	2109	3.287364
1	26	5	2110	3.256268
1	26	5	2111	3.231001
1	26	5	2112	3.241596
1	26	5	2113	3.204852
1	26	5	2114	3.191256
1	26	5	2115	3.155955
1	26	5	2116	3.121365
1	26	5	2201	3.366166
1	26	5	2202	3.314245
1	26	5	2203	3.298889
1	26	5	2204	3.310702
1	26	5	2205	3.278214
1	26	5	2206	3.301558
1	26	5	2207	3.287562
1	26	5	2208	3.25765
1	26	5	2209	3.238551
1	26	5	2210	3.25351
1	26	5	2211	3.181854
1	26	5	2212	3.170233
1	26	5	2213	3.17431
1	26	5	2214	3.154566
1	26	5	2215	3.120727
1	26	5	2216	3.114049
1	26	5	2301	3.41433
1	26	5	2302	3.374466
1	26	5	2303	3.346634
1	26	5	2304	3.336136
1	26	5	2305	3.332818
1	26	5	2306	3.317288
1	26	5	2307	3.308817
1	26	5	2308	3.266583
1	26	5	2309	3.244608
1	26	5	2310	3.250416
1	26	5	2311	3.231809
1	26	5	2312	3.219273
1	26	5	2313	3.188751
1	26	5	2314	3.153449
1	26	5	2315	3.138075
1	26	5	2316	3.112066
1	26	6	1101	2.813335
1	26	6	1102	2.820381
1	26	6	1103	2.779072
1	26	6	1104	2.76993
1	26	6	1105	2.776053
1	26	6	1106	2.787968
1	26	6	1107	2.794513
1	26	6	1108	2.73897
1	26	6	1109	2.729786
1	26	6	1110	2.755455
1	26	6	1111	2.762923
1	26	6	1112	2.728702
1	26	6	1113	2.702292
1	26	6	1114	2.680897
1	26	6	1115	2.663452
1	26	6	1116	2.688474
1	26	6	1201	2.80143
1	26	6	1202	2.831579
1	26	6	1203	2.784061
1	26	6	1204	2.787195
1	26	6	1205	2.77947
1	26	6	1206	2.78199
1	26	6	1207	2.781727
1	26	6	1208	2.743979
1	26	6	1209	2.734667
1	26	6	1210	2.736731
1	26	6	1211	2.753623
1	26	6	1212	2.71699
1	26	6	1213	2.713212
1	26	6	1214	2.69662
1	26	6	1215	2.658188
1	26	6	1216	2.651342
1	26	6	1301	2.789908
1	26	6	1302	2.813181
1	26	6	1303	2.755641
1	26	6	1304	2.751095
1	26	6	1305	2.772866
1	26	6	1306	2.773467
1	26	6	1307	2.743233
1	26	6	1308	2.751901
1	26	6	1309	2.734499
1	26	6	1310	2.719655
1	26	6	1311	2.713298
1	26	6	1312	2.703077
1	26	6	1313	2.711397
1	26	6	1314	2.666545
1	26	6	1315	2.633429
1	26	6	1316	2.659895
1	26	6	2101	2.824601
1	26	6	2102	2.781341
1	26	6	2103	2.802954
1	26	6	2104	2.78589
1	26	6	2105	2.806885
1	26	6	2106	2.788751
1	26	6	2107	2.778896
1	26	6	2108	2.788076
1	26	6	2109	2.736365
1	26	6	2110	2.753763
1	26	6	2111	2.758947
1	26	6	2112	2.722717
1	26	6	2113	2.700293
1	26	6	2114	2.702634
1	26	6	2115	2.674117
1	26	6	2116	2.671652
1	26	6	2201	2.80268
1	26	6	2202	2.810687
1	26	6	2203	2.757427
1	26	6	2204	2.753486
1	26	6	2205	2.743193
1	26	6	2206	2.765781
1	26	6	2207	2.735654
1	26	6	2208	2.726124
1	26	6	2209	2.706653
1	26	6	2210	2.683944
1	26	6	2211	2.703729
1	26	6	2212	2.641396
1	26	6	2213	2.653588
1	26	6	2214	2.667416
1	26	6	2215	2.673637
1	26	6	2216	2.671567
1	26	6	2301	2.838598
1	26	6	2302	2.840141
1	26	6	2303	2.802457
1	26	6	2304	2.772568
1	26	6	2305	2.79497
1	26	6	2306	2.789722
1	26	6	2307	2.764822
1	26	6	2308	2.754076
1	26	6	2309	2.740455
1	26	6	2310	2.737786
1	26	6	2311	2.758033
1	26	6	2312	2.701712
1	26	6	2313	2.698776
1	26	6	2314	2.666387
1	26	6	2315	2.671816
1	26	6	2316	2.667663
1	26	7	1101	3.161333
1	26	7	1102	3.122765
1	26	7	1103	3.094952
1	26	7	1104	3.058817
1	26	7	1105	3.030106
1	26	7	1106	3.023108
1	26	7	1107	2.988592
1	26	7	1108	2.964166
1	26	7	1109	2.955108
1	26	7	1110	2.925614
1	26	7	1111	2.916626
1	26	7	1112	2.876978
1	26	7	1113	2.857022
1	26	7	1114	2.829511
1	26	7	1115	2.800133
1	26	7	1116	2.784077
1	26	7	1201	3.161982
1	26	7	1202	3.127284
1	26	7	1203	3.123875
1	26	7	1204	3.094956
1	26	7	1205	3.070856
1	26	7	1206	3.087174
1	26	7	1207	3.007761
1	26	7	1208	2.997187
1	26	7	1209	2.98908
1	26	7	1210	2.943374
1	26	7	1211	2.921408
1	26	7	1212	2.878863
1	26	7	1213	2.842618
1	26	7	1214	2.815217
1	26	7	1215	2.811189
1	26	7	1216	2.759485
1	26	7	1301	3.098469
1	26	7	1302	3.078416
1	26	7	1303	3.048156
1	26	7	1304	3.022658
1	26	7	1305	2.98811
1	26	7	1306	2.999383
1	26	7	1307	2.959298
1	26	7	1308	2.986114
1	26	7	1309	2.924931
1	26	7	1310	2.884758
1	26	7	1311	2.884647
1	26	7	1312	2.838589
1	26	7	1313	2.837432
1	26	7	1314	2.770524
1	26	7	1315	2.751328
1	26	7	1316	2.725843
1	26	7	2101	3.163725
1	26	7	2102	3.132457
1	26	7	2103	3.105753
1	26	7	2104	3.095219
1	26	7	2105	3.086396
1	26	7	2106	3.05049
1	26	7	2107	3.039288
1	26	7	2108	2.998537
1	26	7	2109	2.999671
1	26	7	2110	2.945039
1	26	7	2111	2.955721
1	26	7	2112	2.917112
1	26	7	2113	2.874553
1	26	7	2114	2.849488
1	26	7	2115	2.821732
1	26	7	2116	2.770857
1	26	7	2201	3.175468
1	26	7	2202	3.132162
1	26	7	2203	3.116699
1	26	7	2204	3.084256
1	26	7	2205	3.051086
1	26	7	2206	3.029181
1	26	7	2207	3.001342
1	26	7	2208	2.994308
1	26	7	2209	2.952039
1	26	7	2210	2.948014
1	26	7	2211	2.927168
1	26	7	2212	2.864956
1	26	7	2213	2.846462
1	26	7	2214	2.863629
1	26	7	2215	2.806879
1	26	7	2216	2.775571
1	26	7	2301	3.166321
1	26	7	2302	3.109463
1	26	7	2303	3.077514
1	26	7	2304	3.082035
1	26	7	2305	3.058944
1	26	7	2306	3.020748
1	26	7	2307	2.97788
1	26	7	2308	3.009124
1	26	7	2309	2.94893
1	26	7	2310	2.907567
1	26	7	2311	2.8943
1	26	7	2312	2.854937
1	26	7	2313	2.85597
1	26	7	2314	2.828637
1	26	7	2315	2.774223
1	26	7	2316	2.746217
1	26	8	1101	3.153654
1	26	8	1102	3.127083
1	26	8	1103	3.10363
1	26	8	1104	3.086962
1	26	8	1105	3.047478
1	26	8	1106	3.048343
1	26	8	1107	3.033309
1	26	8	1108	2.984409
1	26	8	1109	2.977198
1	26	8	1110	2.945093
1	26	8	1111	2.898365
1	26	8	1112	2.871329
1	26	8	1113	2.858401
1	26	8	1114	2.830649
1	26	8	1115	2.808618
1	26	8	1116	2.789917
1	26	8	1201	3.138689
1	26	8	1202	3.129232
1	26	8	1203	3.093213
1	26	8	1204	3.057776
1	26	8	1205	3.058978
1	26	8	1206	3.037682
1	26	8	1207	2.996412
1	26	8	1208	2.97142
1	26	8	1209	2.963389
1	26	8	1210	2.929921
1	26	8	1211	2.937241
1	26	8	1212	2.894117
1	26	8	1213	2.841283
1	26	8	1214	2.815252
1	26	8	1215	2.794876
1	26	8	1216	2.787886
1	26	8	1301	3.094593
1	26	8	1302	3.071793
1	26	8	1303	3.04819
1	26	8	1304	3.031905
1	26	8	1305	2.989675
1	26	8	1306	2.976033
1	26	8	1307	2.95717
1	26	8	1308	2.941164
1	26	8	1309	2.915399
1	26	8	1310	2.894374
1	26	8	1311	2.882329
1	26	8	1312	2.836346
1	26	8	1313	2.785734
1	26	8	1314	2.782133
1	26	8	1315	2.747079
1	26	8	1316	2.726212
1	26	8	2101	3.177004
1	26	8	2102	3.158472
1	26	8	2103	3.123036
1	26	8	2104	3.088207
1	26	8	2105	3.053914
1	26	8	2106	3.056689
1	26	8	2107	3.058656
1	26	8	2108	3.012844
1	26	8	2109	2.980404
1	26	8	2110	2.976842
1	26	8	2111	2.940026
1	26	8	2112	2.892586
1	26	8	2113	2.891153
1	26	8	2114	2.855926
1	26	8	2115	2.814906
1	26	8	2116	2.782946
1	26	8	2201	3.117921
1	26	8	2202	3.115597
1	26	8	2203	3.105979
1	26	8	2204	3.078481
1	26	8	2205	3.067046
1	26	8	2206	3.048864
1	26	8	2207	3.00497
1	26	8	2208	2.972593
1	26	8	2209	2.978707
1	26	8	2210	2.966565
1	26	8	2211	2.909452
1	26	8	2212	2.890411
1	26	8	2213	2.882774
1	26	8	2214	2.828858
1	26	8	2215	2.813169
1	26	8	2216	2.77964
1	26	8	2301	3.10565
1	26	8	2302	3.096825
1	26	8	2303	3.058473
1	26	8	2304	3.055656
1	26	8	2305	3.017208
1	26	8	2306	2.948892
1	26	8	2307	2.985065
1	26	8	2308	2.944627
1	26	8	2309	2.928231
1	26	8	2310	2.910612
1	26	8	2311	2.898787
1	26	8	2312	2.854124
1	26	8	2313	2.854287
1	26	8	2314	2.790413
1	26	8	2315	2.759876
1	26	8	2316	2.744562
1	27	1	1101	2.969813
1	27	1	1102	2.941105
1	27	1	1103	2.935241
1	27	1	1104	2.910575
1	27	1	1105	2.908093
1	27	1	1106	2.897649
1	27	1	1107	2.874821
1	27	1	1108	2.851838
1	27	1	1109	2.842238
1	27	1	1110	2.838522
1	27	1	1111	2.810499
1	27	1	1112	2.790371
1	27	1	1113	2.78249
1	27	1	1114	2.744583
1	27	1	1115	2.728678
1	27	1	1116	2.714838
1	27	1	1201	3.039081
1	27	1	1202	3.021945
1	27	1	1203	3.013309
1	27	1	1204	2.984206
1	27	1	1205	2.958601
1	27	1	1206	2.953585
1	27	1	1207	2.944425
1	27	1	1208	2.926269
1	27	1	1209	2.869639
1	27	1	1210	2.857715
1	27	1	1211	2.879211
1	27	1	1212	2.82233
1	27	1	1213	2.804203
1	27	1	1214	2.761348
1	27	1	1215	2.753082
1	27	1	1216	2.739982
1	27	1	1301	3.018758
1	27	1	1302	3.011662
1	27	1	1303	2.972959
1	27	1	1304	2.971335
1	27	1	1305	2.927063
1	27	1	1306	2.936178
1	27	1	1307	2.907939
1	27	1	1308	2.905111
1	27	1	1309	2.844078
1	27	1	1310	2.82223
1	27	1	1311	2.842659
1	27	1	1312	2.805417
1	27	1	1313	2.773022
1	27	1	1314	2.753799
1	27	1	1315	2.742501
1	27	1	1316	2.748412
1	27	1	2101	2.995996
1	27	1	2102	2.95931
1	27	1	2103	2.954691
1	27	1	2104	2.927778
1	27	1	2105	2.956729
1	27	1	2106	2.913121
1	27	1	2107	2.867496
1	27	1	2108	2.84913
1	27	1	2109	2.877389
1	27	1	2110	2.844641
1	27	1	2111	2.806016
1	27	1	2112	2.778133
1	27	1	2113	2.786769
1	27	1	2114	2.74644
1	27	1	2115	2.70405
1	27	1	2116	2.703789
1	27	1	2201	3.031702
1	27	1	2202	2.998579
1	27	1	2203	2.981566
1	27	1	2204	2.969917
1	27	1	2205	2.946877
1	27	1	2206	2.908258
1	27	1	2207	2.912629
1	27	1	2208	2.913155
1	27	1	2209	2.864184
1	27	1	2210	2.870582
1	27	1	2211	2.844042
1	27	1	2212	2.813958
1	27	1	2213	2.803211
1	27	1	2214	2.78793
1	27	1	2215	2.763824
1	27	1	2216	2.74036
1	27	1	2301	3.052754
1	27	1	2302	3.028564
1	27	1	2303	2.999869
1	27	1	2304	2.982867
1	27	1	2305	2.955407
1	27	1	2306	2.941702
1	27	1	2307	2.972872
1	27	1	2308	2.899925
1	27	1	2309	2.89032
1	27	1	2310	2.861619
1	27	1	2311	2.862792
1	27	1	2312	2.834653
1	27	1	2313	2.796061
1	27	1	2314	2.765389
1	27	1	2315	2.726561
1	27	1	2316	2.724107
1	27	2	1101	2.798782
1	27	2	1102	2.787151
1	27	2	1103	2.810675
1	27	2	1104	2.800352
1	27	2	1105	2.813626
1	27	2	1106	2.784379
1	27	2	1107	2.803625
1	27	2	1108	2.783256
1	27	2	1109	2.802496
1	27	2	1110	2.768865
1	27	2	1111	2.750453
1	27	2	1112	2.739045
1	27	2	1113	2.726061
1	27	2	1114	2.736945
1	27	2	1115	2.719671
1	27	2	1116	2.715465
1	27	2	1201	2.776023
1	27	2	1202	2.787897
1	27	2	1203	2.823783
1	27	2	1204	2.808269
1	27	2	1205	2.815729
1	27	2	1206	2.826607
1	27	2	1207	2.800232
1	27	2	1208	2.804435
1	27	2	1209	2.771949
1	27	2	1210	2.766299
1	27	2	1211	2.75377
1	27	2	1212	2.731267
1	27	2	1213	2.736115
1	27	2	1214	2.734235
1	27	2	1215	2.683516
1	27	2	1216	2.680521
1	27	2	1301	2.777867
1	27	2	1302	2.791922
1	27	2	1303	2.807004
1	27	2	1304	2.813548
1	27	2	1305	2.790153
1	27	2	1306	2.818962
1	27	2	1307	2.786493
1	27	2	1308	2.78653
1	27	2	1309	2.77477
1	27	2	1310	2.783993
1	27	2	1311	2.758969
1	27	2	1312	2.769494
1	27	2	1313	2.748704
1	27	2	1314	2.714167
1	27	2	1315	2.733358
1	27	2	1316	2.707715
1	27	2	2101	2.843953
1	27	2	2102	2.796919
1	27	2	2103	2.778117
1	27	2	2104	2.802078
1	27	2	2105	2.781409
1	27	2	2106	2.77795
1	27	2	2107	2.74122
1	27	2	2108	2.746083
1	27	2	2109	2.744668
1	27	2	2110	2.725687
1	27	2	2111	2.721474
1	27	2	2112	2.716326
1	27	2	2113	2.711129
1	27	2	2114	2.749122
1	27	2	2115	2.739713
1	27	2	2116	2.716535
1	27	2	2201	2.792924
1	27	2	2202	2.78076
1	27	2	2203	2.74764
1	27	2	2204	2.785347
1	27	2	2205	2.746009
1	27	2	2206	2.74205
1	27	2	2207	2.736598
1	27	2	2208	2.718309
1	27	2	2209	2.728749
1	27	2	2210	2.684016
1	27	2	2211	2.702382
1	27	2	2212	2.673001
1	27	2	2213	2.690328
1	27	2	2214	2.756839
1	27	2	2215	2.712892
1	27	2	2216	2.721307
1	27	2	2301	2.838173
1	27	2	2302	2.815708
1	27	2	2303	2.770074
1	27	2	2304	2.791127
1	27	2	2305	2.783692
1	27	2	2306	2.771418
1	27	2	2307	2.764159
1	27	2	2308	2.748737
1	27	2	2309	2.761164
1	27	2	2310	2.749046
1	27	2	2311	2.728628
1	27	2	2312	2.708144
1	27	2	2313	2.704479
1	27	2	2314	2.752445
1	27	2	2315	2.729468
1	27	2	2316	2.713612
1	27	3	1101	2.966078
1	27	3	1102	2.951302
1	27	3	1103	2.925348
1	27	3	1104	2.932726
1	27	3	1105	2.915605
1	27	3	1106	2.938138
1	27	3	1107	2.906182
1	27	3	1108	2.900397
1	27	3	1109	2.849141
1	27	3	1110	2.832783
1	27	3	1111	2.826891
1	27	3	1112	2.800741
1	27	3	1113	2.789279
1	27	3	1114	2.727096
1	27	3	1115	2.715965
1	27	3	1116	2.673055
1	27	3	1201	3.002012
1	27	3	1202	3.023436
1	27	3	1203	2.978687
1	27	3	1204	2.960026
1	27	3	1205	2.962404
1	27	3	1206	2.935481
1	27	3	1207	2.974282
1	27	3	1208	2.919806
1	27	3	1209	2.89535
1	27	3	1210	2.868931
1	27	3	1211	2.828823
1	27	3	1212	2.836241
1	27	3	1213	2.810341
1	27	3	1214	2.761042
1	27	3	1215	2.741579
1	27	3	1216	2.655655
1	27	3	1301	3.006246
1	27	3	1302	2.98265
1	27	3	1303	2.944242
1	27	3	1304	2.941886
1	27	3	1305	2.941349
1	27	3	1306	2.929634
1	27	3	1307	2.929578
1	27	3	1308	2.887429
1	27	3	1309	2.868146
1	27	3	1310	2.8533
1	27	3	1311	2.840716
1	27	3	1312	2.774698
1	27	3	1313	2.772973
1	27	3	1314	2.759745
1	27	3	1315	2.726229
1	27	3	1316	2.69713
1	27	3	2101	2.964884
1	27	3	2102	2.971741
1	27	3	2103	2.976103
1	27	3	2104	2.918695
1	27	3	2105	2.920808
1	27	3	2106	2.933388
1	27	3	2107	2.88322
1	27	3	2108	2.875371
1	27	3	2109	2.843156
1	27	3	2110	2.8626
1	27	3	2111	2.836119
1	27	3	2112	2.800226
1	27	3	2113	2.773806
1	27	3	2114	2.764127
1	27	3	2115	2.747932
1	27	3	2116	2.721614
1	27	3	2201	2.954536
1	27	3	2202	2.95497
1	27	3	2203	2.926408
1	27	3	2204	2.93062
1	27	3	2205	2.930273
1	27	3	2206	2.902422
1	27	3	2207	2.902895
1	27	3	2208	2.866909
1	27	3	2209	2.830521
1	27	3	2210	2.818587
1	27	3	2211	2.80602
1	27	3	2212	2.779721
1	27	3	2213	2.756569
1	27	3	2214	2.765069
1	27	3	2215	2.747899
1	27	3	2216	2.725983
1	27	3	2301	2.958405
1	27	3	2302	2.974481
1	27	3	2303	2.959713
1	27	3	2304	2.958111
1	27	3	2305	2.940037
1	27	3	2306	2.944298
1	27	3	2307	2.936641
1	27	3	2308	2.877155
1	27	3	2309	2.873343
1	27	3	2310	2.874482
1	27	3	2311	2.840126
1	27	3	2312	2.79381
1	27	3	2313	2.772916
1	27	3	2314	2.765776
1	27	3	2315	2.753543
1	27	3	2316	2.722228
1	27	4	1101	2.791332
1	27	4	1102	2.764729
1	27	4	1103	2.770458
1	27	4	1104	2.766915
1	27	4	1105	2.75646
1	27	4	1106	2.764585
1	27	4	1107	2.758572
1	27	4	1108	2.720633
1	27	4	1109	2.732774
1	27	4	1110	2.705757
1	27	4	1111	2.725788
1	27	4	1112	2.699057
1	27	4	1113	2.688496
1	27	4	1114	2.638867
1	27	4	1115	2.629753
1	27	4	1116	2.611865
1	27	4	1201	2.815038
1	27	4	1202	2.814547
1	27	4	1203	2.789178
1	27	4	1204	2.798894
1	27	4	1205	2.782275
1	27	4	1206	2.768622
1	27	4	1207	2.801857
1	27	4	1208	2.743725
1	27	4	1209	2.731165
1	27	4	1210	2.730021
1	27	4	1211	2.718336
1	27	4	1212	2.714132
1	27	4	1213	2.67901
1	27	4	1214	2.633635
1	27	4	1215	2.63614
1	27	4	1216	2.614478
1	27	4	1301	2.792974
1	27	4	1302	2.802763
1	27	4	1303	2.761517
1	27	4	1304	2.751058
1	27	4	1305	2.766544
1	27	4	1306	2.769144
1	27	4	1307	2.787649
1	27	4	1308	2.747977
1	27	4	1309	2.707786
1	27	4	1310	2.720968
1	27	4	1311	2.701344
1	27	4	1312	2.656854
1	27	4	1313	2.664248
1	27	4	1314	2.631828
1	27	4	1315	2.605324
1	27	4	1316	2.587466
1	27	4	2101	2.773876
1	27	4	2102	2.749119
1	27	4	2103	2.744607
1	27	4	2104	2.784253
1	27	4	2105	2.786862
1	27	4	2106	2.787267
1	27	4	2107	2.737398
1	27	4	2108	2.736936
1	27	4	2109	2.704995
1	27	4	2110	2.706768
1	27	4	2111	2.70055
1	27	4	2112	2.67196
1	27	4	2113	2.666529
1	27	4	2114	2.655749
1	27	4	2115	2.663688
1	27	4	2116	2.636985
1	27	4	2201	2.77728
1	27	4	2202	2.763498
1	27	4	2203	2.749394
1	27	4	2204	2.760037
1	27	4	2205	2.755961
1	27	4	2206	2.766199
1	27	4	2207	2.749478
1	27	4	2208	2.722096
1	27	4	2209	2.696955
1	27	4	2210	2.664337
